osm_id,osm_way_id,name,type,aeroway,amenity,admin_leve,barrier,boundary,building,craft,geological,historic,land_area,landuse,leisure,man_made,military,natural,office,place,shop,sport,tourism,other_tags
,"703371059",,,,,,,,yes,,,,,,,,,,,,,,,
,"703371060",,,,,,,,yes,,,,,,,,,,,,,,,
,"703371061",Kwong Wai Siew Peck San Theng Building,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""50"",""addr:postcode""=>""579847"",""addr:street""=>""Bishan Lane"""
,"704292071",Sunshine Ville Community Garden,,,,,,,,,,,,,garden,,,,,,,,,
,"704331422",,,,,,,,,,,,,,pitch,,,,,,,badminton,,
,"708031427",,,,,,fence,,,,,,,,pitch,,,,,,,soccer,,"""access""=>""yes"""
,"708172308",,,,,,,,public,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housename""=>""SAFRA Toa Payoh"",""addr:housenumber""=>""293"",""addr:postcode""=>""319387"",""addr:street""=>""Lorong 6 Toa Payoh"",""club""=>""sport"""
,"708172309",,,,,,,,,,,,,,swimming_pool,,,,,,,,,
,"708172310",,,,,,,,,,,,,,swimming_pool,,,,,,,,,
,"708172311",,,,,,,,,,,,,,swimming_pool,,,,,,,,,
,"711559481",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711559484",Teck Ghee Heartlands,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711559485",Teck Ghee Square,,,,,,,,,,,,commercial,,,,,,,,,,"""name:zh""=>""德义广场"",""residential""=>""HDB"""
,"711559486",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711559489",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711559492",Ang Mo Kio Heights,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711562106",Sin Ming Court,,,,,,,,,,,,residential,,,,,,,,,,"""name:zh""=>""新民阁"",""residential""=>""HDB"""
,"711562107",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""landed"""
,"711562109",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""landed"""
,"711562113",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""landed"""
,"711562116",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""landed"""
,"711562812",Tresalveo,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""condominium"""
,"711562813",Boonview,,,,,wall,,,,,,,residential,,,,,,,,,,"""residential""=>""condominium"""
,"711562814",Marymount View,,,,,wall,,,,,,,residential,,,,,,,,,,"""residential""=>""condominium"""
,"711562815",Seasons View,,,,,wall,,,,,,,residential,,,,,,,,,,"""residential""=>""condominium"""
,"711563005",Rafflesia Condominium,,,,,fence,,,,,,,residential,,,,,,,,,,"""residential""=>""condominium"""
,"711563329",Natura Loft,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711563330",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711563331",Bishan North,,,,,,,,,,,,commercial,,,,,,,,,,"""name:zh""=>""碧山北"",""residential""=>""HDB"""
,"711563332",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711563333",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711563382",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""landed"""
,"711563383",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""landed"""
,"711563384",Thomson Rise Estate,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""landed"""
,"711563547",Bishan Spring,,,,,,,,,,,,residential,,,,,,neighbourhood,,,,"""residential""=>""HDB"""
,"711563548",Bishan Summit,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711563549",Bishan View,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711563550",Chung Ling,,,,,,,,,,,,commercial,,,,,,neighbourhood,,,,"""residential""=>""HDB"""
,"711563551",Golden Jasmine,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711563552",Bishan Green,,,,,,,,,,,,residential,,,,,,,,,,"""name:zh""=>""碧山埔"",""residential""=>""HDB"""
,"711563694",Bishan Town Centre,,,,,,,,,,,,commercial,,,,,,,,,,"""residential""=>""HDB"""
,"711564603",Toa Payoh Towers,,,,,,,,,,,,residential,,,,,,neighbourhood,,,,"""name:zh""=>""大巴窑大楼"",""residential""=>""HDB"""
,"711564604",Toa Payoh Sapphire,,,,,,,,,,,,residential,,,,,,neighbourhood,,,,"""fixme:zh""=>""-"",""name:zh""=>""大巴窑蓝宝石"",""residential""=>""HDB"""
,"711564605",Toa Payoh View,,,,,,,,,,,,residential,,,,,,neighbourhood,,,,"""name:zh""=>""大巴窑景"",""residential""=>""HDB"""
,"711566754",Kim Keat Court,,,,,,,,,,,,residential,,,,,,neighbourhood,,,,"""name:zh""=>""金吉阁"",""residential""=>""HDB"""
,"711566755",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711566756",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711566758",Toa Payoh Court,,,,,,,,,,,,residential,,,,,,neighbourhood,,,,"""name:zh""=>""大巴窑阁"",""residential""=>""HDB"""
,"711566759",Kim Keat View,,,,,,,,,,,,residential,,,,,,neighbourhood,,,,"""name:en""=>""Kim Keat View"",""name:zh""=>""金吉景"",""name:zh-Hans""=>""金吉景"",""name:zh-Hant""=>""金吉景"",""residential""=>""HDB"""
,"711566760",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711566761",Kim Keat Palm,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711566762",Toa Payoh Spring,,,,,,,,,,,,residential,,,,,,neighbourhood,,,,"""name:zh""=>""大巴窑春泉"",""residential""=>""HDB"""
,"711566763",Toa Payoh North,,,,,,,,,,,,residential,,,,,,neighbourhood,,,,"""name:zh""=>""大巴窑北"",""residential""=>""HDB"""
,"711566764",Toa Payoh Spring,,,,,,,,,,,,residential,,,,,,neighbourhood,,,,"""name:zh""=>""大巴窑春泉"",""residential""=>""HDB"""
,"711566766",Thomson 800,,,,,wall,,,,,,,residential,,,,,,,,,,"""residential""=>""condominium"""
,"711566767",Braddell View,,,,,,,,,,,,residential,,,,,,,,,,"""name:zh""=>""布莱德景"",""residential""=>""condominium"""
,"711566768",Toa Payoh Central,,,,,,,,,,,,commercial,,,,,,neighbourhood,,,,"""name:th""=>""??????????"",""name:zh""=>""大巴窑中央"",""residential""=>""HDB"""
,"711604878",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711604879",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711604880",Braddell Heights Estate,,,,,,,,,,,,residential,,,,,,,,,,"""name:zh""=>""布莱德岭"",""residential""=>""landed"""
,"711604881",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""landed"""
,"711604882",Braddel Heights Estate,,,,,,,,,,,,residential,,,,,,,,,,"""name:zh""=>""布莱德岭"",""residential""=>""landed"""
,"711604883",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""landed"""
,"711604884",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711604885",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711604886",Serangoon Central,,,,,,,,,,,,commercial,,,,,,,,,,"""name:th""=>""????????????????"",""name:zh""=>""实龙岗中"",""residential""=>""HDB"""
,"711604887",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711604888",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711604889",Chuan Village,,,,,,,,,,,,residential,,,,,,,,,,"""name:zh""=>""泉村"",""residential""=>""HDB"""
,"711604890",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711604891",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711604892",Chuan Village,,,,,,,,,,,,residential,,,,,,,,,,"""name:zh""=>""泉村"",""residential""=>""HDB"""
,"711604893",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"711604899",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""landed"""
,"711604906",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""landed"""
,"712593851",Kim Keat Heights,,,,,,,,,,,,construction,,,,,,,,,,"""construction""=>""residential"",""name:zh""=>""金吉岭"""
,"712594486",,,,,,,,,,,,,religious,,,,,,,,,,"""religion""=>""buddhist"""
,"713596906",Balestier Rd Blk 2,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:street""=>""Balestier Road"",""location""=>""indoor"",""operator""=>""SP Power Grid"",""power""=>""substation"",""substation""=>""minor_distribution"",""voltage""=>""6600"""
,"713596907",,,,,,,,,,,,,,pitch,,,,,,,tennis,,"""access""=>""customers"",""lit""=>""yes"",""surface""=>""tartan"""
,"713596908",,,,,,,,,,,,,,pitch,,,,,,,tennis,,"""lit""=>""yes"",""surface""=>""tartan"""
,"713843051",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""condominium"""
,"713843052",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"713843053",Potong Pasir Neighbourhood Centre,,,,,,,,,,,,commercial,,,,,,,,,,"""residential""=>""HDB"""
,"713843054",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"713843055",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"714695828",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""27"",""addr:street""=>""Tai Thong Crescent"""
,"714695829",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""31"",""addr:street""=>""Tai Thong Crescent"""
,"714695830",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""3"",""addr:street""=>""Siang Kuang Avenue"""
,"714700388",,,,,,,,yes,,,,,,,,,,,,,,,
,"714700389",,,,,,,,yes,,,,,,,,,,,,,,,
,"714700390",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""1"",""addr:street""=>""Puay Hee Avenue"""
,"714700391",,,,,,,,yes,,,,,,,,,,,,,,,
,"714700392",,,,,,,,yes,,,,,,,,,,,,,,,
,"714700393",,,,,,,,yes,,,,,,,,,,,,,,,
,"714700394",,,,,,,,yes,,,,,,,,,,,,,,,
,"714700395",,,,,,,,yes,,,,,,,,,,,,,,,
,"714700396",,,,,,,,yes,,,,,,,,,,,,,,,
,"714700397",,,,,,,,yes,,,,,,,,,,,,,,,
,"714700398",,,,,,,,yes,,,,,,,,,,,,,,,
,"714703289",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""67"",""addr:street""=>""MacPherson Road"",""building:levels""=>""1"",""roof:shape""=>""gabled"""
,"717064623",Ascent @ 456,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:housenumber""=>""456"",""addr:postcode""=>""329832"",""addr:street""=>""Balestier Road"",""building:levels""=>""12"",""roof:levels""=>""1"""
,"717064625",,,,,,,,,,,,,,pitch,,,,,,,tennis,,"""access""=>""private"""
,"717064627",,,,,,,,roof,,,,,,,,,,,,,,,"""layer""=>""1"""
,"717459285",,,,,,,,retail,,,,,,,,,,,,,,,"""addr:housenumber""=>""1A"",""addr:street""=>""Thomson Road"",""building:levels""=>""1"""
,"717459289",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private"""
,"717459291",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private"""
,"717459292",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private"""
,"717459293",,,,,,,,,,,,,,swimming_pool,,,,,,,,,
,"718231838",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"718231839",Whampoa Gardens,,,,,,,,,,,,residential,,,,,,,,,,"""name:zh""=>""黄埔花园"",""residential""=>""HDB"""
,"718231840",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"718231841",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"718231842",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"718231843",Whampoa Heights,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"718231844",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"718231845",Whampoa Vista,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"718231846",Rajah Court,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""hdb"""
,"718231847",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"718232764",Saint George's West Gardens,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"718232765",McNair Spring,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"718232766",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"718232767",,,,,,,,,,,,,grass,,,,,,,,,,
,"718232768",Whampoa Spring,,,,,,,,,,,,commercial,,,,,,,,,,"""residential""=>""HDB"""
,"718232769",Whampoa View,,,,,,,,,,,,residential,,,,,,,,,,"""name:zh""=>""黄埔景"",""residential""=>""HDB"""
,"718232770",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"718232771",Whampoa Spring,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"718233250",,,,,,,,,,,,,residential,,,,,,,,,,"""residential""=>""HDB"""
,"722434672",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""322"",""addr:street""=>""Thomson Road"",""building:levels""=>""4"""
,"722836496",,,,,,,,,,,,,grass,,,,,,,,,,"""access""=>""permissive"""
,"723981304",,,,,,,,,,,,,,park,,,,,,,,,
,"723981305",Whampoa Gardens Community Garden,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""private"""
,"724043169",Toa Payoh Ridge,,,,,,,,,,,,residential,,,,,,,,,,"""name:zh""=>""大巴窑岗"""
,"724338146",,,,,,,,,,,,,,playground,,,,,,,,,
,"724338147",,,,,,,,,,,,,,playground,,,,,,,,,
,"724338148",,,,,,,,,,,,,,playground,,,,,,,,,
,"724661183",,,,,,,,school,,,,,,,,,,,,,,,
,"724661184",,,,,,,,school,,,,,,,,,,,,,,,
,"724661185",,,,,,,,school,,,,,,,,,,,,,,,
,"724661186",,,,,,,,school,,,,,,,,,,,,,,,
,"724661187",,,,,,,,school,,,,,,,,,,,,,,,
,"724718446",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""266"",""addr:neighbourhood""=>""Kim Keat Beacon"",""addr:postcode""=>""310266"",""addr:street""=>""Kim Keat Avenue"",""building:levels""=>""1"",""roof:levels""=>""1"""
,"724718448",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""267"",""addr:neighbourhood""=>""Kim Keat Beacon"",""addr:postcode""=>""310267"",""addr:street""=>""Kim Keat Avenue"",""building:levels""=>""1"""
,"724718449",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""267A"",""addr:neighbourhood""=>""Kim Keat Beacon"",""addr:postcode""=>""311267"",""addr:street""=>""Kim Keat Avenue"",""building:levels""=>""30"",""height""=>""104"",""residential""=>""HDB"""
,"724718450",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""266A"",""addr:neighbourhood""=>""Kim Keat Beacon"",""addr:postcode""=>""311266"",""addr:street""=>""Kim Keat Avenue"",""building:levels""=>""30"",""height""=>""104"",""residential""=>""HDB"""
,"724718547",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""265A"",""addr:neighbourhood""=>""Kim Keat Beacon"",""addr:postcode""=>""311265"",""addr:street""=>""Kim Keat Avenue"",""residential""=>""HDB"""
,"725367430",,,,,,,,college,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:housenumber""=>""2"",""addr:street""=>""Sin Ming Avenue"""
,"725367433",Marymount Community Club,,,community_centre,,,,,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:housenumber""=>""191"",""addr:street""=>""Sin Ming Avenue"",""community_centre""=>""club_home"",""opening_hours""=>""10:00-18:00"",""operator""=>""OnePA"",""website""=>""https://www.onepa.sg"""
,"727076026",,,,,,,,,,,,,,swimming_pool,,,,,,,,,
,"727076027",,,,,,,,,,,,,,swimming_pool,,,,,,,,,
,"727076028",,,,,,,,,,,,,,swimming_pool,,,,,,,,,
,"727076029",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private"",""survey:date""=>""2021-09-29"""
,"727076030",,,,,,,,,,,,,,swimming_pool,,,,,,,,,
,"727076031",,,,,,,,,,,,,,swimming_pool,,,,,,,,,
,"727076033",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""28"",""addr:street""=>""Chancery Lane"""
,"727076034",,,,,,,,,,,,,,swimming_pool,,,,,,,,,
,"727076035",,,,,,,,,,,,,,swimming_pool,,,,,,,,,
,"727076036",,,,,,,,,,,,,,swimming_pool,,,,,,,,,
,"727076037",,,,,,,,,,,,,,swimming_pool,,,,,,,,,
,"727076038",,,,,,,,,,,,,,pitch,,,,,,,badminton,,"""surface""=>""tartan"""
,"727076039",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""60"",""addr:street""=>""Goldhill Avenue"",""building:levels""=>""2"""
,"727076040",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""62"",""addr:street""=>""Goldhill Avenue"",""building:levels""=>""3"""
,"727076041",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""74"",""addr:street""=>""Goldhill Avenue"",""building:levels""=>""4"""
,"727076042",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""72"",""addr:street""=>""Goldhill Avenue"",""building:levels""=>""4"""
,"727076043",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""64"",""addr:street""=>""Goldhill Avenue"",""building:levels""=>""2"""
,"727076044",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""66"",""addr:street""=>""Goldhill Avenue"",""building:levels""=>""2"""
,"727076045",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""68"",""addr:street""=>""Goldhill Avenue"",""building:levels""=>""2"""
,"727076046",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""70"",""addr:street""=>""Goldhill Avenue"",""building:levels""=>""2"""
,"727076047",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""21"",""addr:street""=>""Goldhill Place"",""building:levels""=>""3"""
,"727076048",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""19"",""addr:street""=>""Goldhill Place"",""building:levels""=>""2"",""roof:levels""=>""1"""
,"727076049",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""17"",""addr:street""=>""Goldhill Place"",""building:levels""=>""2"""
,"727076050",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""15"",""addr:street""=>""Goldhill Place"",""building:levels""=>""2"",""roof:levels""=>""1"""
,"727076051",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""13"",""addr:street""=>""Goldhill Place"",""building:levels""=>""2"",""roof:levels""=>""1"""
,"727076052",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""11"",""addr:street""=>""Goldhill Place"""
,"727076053",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""9"",""addr:street""=>""Goldhill Place"""
,"727076054",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""7"",""addr:street""=>""Goldhill Place"""
,"727076055",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""5"",""addr:street""=>""Goldhill Place"""
,"727076056",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""3"",""addr:street""=>""Goldhill Place"""
,"727076057",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""1"",""addr:street""=>""Goldhill Place"""
,"727076984",Tan Tock Seng Hospital Integrated Care Hub,,,hospital,,,,hospital,,,,,,,,,,,,,,,"""addr:city""=>""Singapore"",""addr:country""=>""SG"",""addr:housenumber""=>""1"",""addr:postcode""=>""307382"",""addr:street""=>""Tan Tock Seng Link"",""alt_name""=>""TTSH Integrated Care Hub"",""building:levels""=>""16"",""check_date""=>""2023-11-13"",""healthcare""=>""hospital"",""health"
,"727097800",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""25"",""addr:street""=>""Goldhill Avenue"",""building:levels""=>""2"",""roof:levels""=>""1"""
,"727097801",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""23"",""addr:street""=>""Goldhill Avenue"",""building:levels""=>""2"",""roof:levels""=>""1"""
,"727097802",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""21"",""addr:street""=>""Goldhill Avenue"",""building:levels""=>""2"",""roof:levels""=>""1"""
,"727097803",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""19"",""addr:street""=>""Goldhill Avenue"",""building:levels""=>""2"""
,"727097804",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""17"",""addr:street""=>""Goldhill Avenue"",""building:levels""=>""2"""
,"727097805",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""15"",""addr:street""=>""Goldhill Avenue"",""building:levels""=>""2"""
,"727097806",,,,,,,,house,,,,,,,,,,,,,,,"""addr:housenumber""=>""11"",""addr:street""=>""Goldhill Avenue"",""building:levels""=>""2"",""roof:levels""=>""1"""
,"727097807",,,,,,,,school,,,,,,,,,,,,,,,"""addr:housenumber""=>""9"",""addr:street""=>""Goldhill Avenue"",""building:levels""=>""2"",""roof:levels""=>""1"""
,"727097808",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""7"",""addr:street""=>""Goldhill Avenue"",""building:levels""=>""3"""
,"727097809",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""5"",""addr:street""=>""Goldhill Avenue"",""building:levels""=>""3"""
,"727097810",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""3"",""addr:street""=>""Goldhill Avenue"",""building:levels""=>""3"""
,"727097811",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""1"",""addr:street""=>""Goldhill Avenue"",""building:levels""=>""3"""
,"727097812",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""1"",""addr:street""=>""Goldhill Rise"""
,"727097813",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""3"",""addr:street""=>""Goldhill Rise"""
,"727097814",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""5"",""addr:street""=>""Goldhill Rise"""
,"727097815",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""7"",""addr:street""=>""Goldhill Rise"""
,"727097816",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""9"",""addr:street""=>""Goldhill Rise"""
,"727097817",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""11"",""addr:street""=>""Goldhill Rise"""
,"727097818",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""15"",""addr:street""=>""Goldhill Rise"""
,"727097819",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""17"",""addr:street""=>""Goldhill Rise"""
,"727097820",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""19"",""addr:street""=>""Goldhill Rise"""
,"727097821",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""21"",""addr:street""=>""Goldhill Rise"""
,"727097822",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""23"",""addr:street""=>""Goldhill Rise"""
,"727097823",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""25"",""addr:street""=>""Goldhill Rise"""
,"727097824",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""27"",""addr:street""=>""Goldhill Rise"""
,"727097825",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""29"",""addr:street""=>""Goldhill Rise"""
,"727097826",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""31"",""addr:street""=>""Goldhill Rise"""
,"727097827",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""33"",""addr:street""=>""Goldhill Rise"",""building:levels""=>""2"",""roof:levels""=>""1"""
,"727097828",,,,,,,,residential,,,,,,,,,,,,,,,"""addr:housenumber""=>""35"",""addr:street""=>""Goldhill Rise"",""building:levels""=>""3"""
,"727188244",,,,,,,,,,,,,,swimming_pool,,,,,,,,,
,"727188247",,,,,,,,,,,,,,swimming_pool,,,,,,,,,
,"727188248",,,,,,,,,,,,,,swimming_pool,,,,,,,,,
,"727188249",,,,,,,,,,,,,,swimming_pool,,,,,,,,,
,"727188250",,,,,,,,,,,,,,swimming_pool,,,,,,,,,
,"727188251",,,,,,,,,,,,,,swimming_pool,,,,,,,,,
,"727188252",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""19"",""addr:street""=>""Goldhill View"""
,"727188253",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""17"",""addr:street""=>""Goldhill View"""
,"727188254",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""15"",""addr:street""=>""Goldhill View"""
,"727188255",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""11"",""addr:street""=>""Goldhill View"""
,"727188256",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""9"",""addr:street""=>""Goldhill View"""
,"727188257",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""7"",""addr:street""=>""Goldhill View"""
,"727188258",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""5"",""addr:street""=>""Goldhill View"""
,"727188259",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""3"",""addr:street""=>""Goldhill View"""
,"727188260",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""1"",""addr:street""=>""Goldhill View"""
,"727188261",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""2"",""addr:street""=>""Goldhill Drive"""
,"727188262",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:housenumber""=>""4"",""addr:street""=>""Goldhill Drive"""
