cell_id,patch_action,replacement_cell_id,manual_decision,patch_rationale,claim_boundary
TP_0588,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0519,kept,,keep,manual keep,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0978,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0829,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0929,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0523,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0002,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0372,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0464,kept_source_review,,source_review,manual source_review blocker,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0146,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0827,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0206,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0383,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0165,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0406,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0777,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0085,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0495,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0762,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0067,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0646,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0371,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0063,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0010,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0722,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0467,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0954,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0983,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0985,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0925,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0845,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0236,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0544,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0787,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0605,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0815,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0136,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=SOURCE_REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0234,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0042,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0672,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=SOURCE_REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0984,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0116,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0641,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=SOURCE_REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0230,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=SOURCE_REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0786,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0052,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0727,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0300,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0923,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0355,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0245,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0684,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0196,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0104,kept_source_review,,source_review,manual source_review blocker,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0256,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0112,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0713,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0221,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0573,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0103,kept_source_review,,source_review,manual source_review blocker,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0045,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0556,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0278,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0320,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0834,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0636,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0024,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0861,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0123,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0117,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0277,kept_review,,not_reviewed,manual_decision=not_reviewed; auto_status=REVIEW,"B8.7a N300 design QA patch only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster, no QGIS/SOLWEIG, no N300 execution manifest, no Tmrt-to-WBGT conversion, and no System A/B coupling."
