time,temperature_2m,relative_humidity_2m,wind_speed_10m_ms,shortwave_radiation,direct_radiation,diffuse_radiation,cloud_cover,cell_id,lat,lon,building_density,road_fraction,gvi_percent,svf,shade_fraction,park_distance_m,elderly_proxy,outdoor_exposure_proxy,land_use_hint,tair_local_c,wind_local_ms,tmrt_proxy_c,utci_c,wbgt_proxy_c,wbgt_category_sg,utci_category,wbgt_moderate_or_high,wbgt_high,utci_strong_or_higher
2026-05-14 06:00:00+0800,27.58,85.0,1.84,36.6,23.8,12.8,74.4,TP_044,1.3412,103.8589,0.471,0.289,9.05,0.385,0.326,922.0,0.196,0.627,mixed,28.1976125,0.9815517950000001,28.37158269,29.416176473915584,26.683057894089217,low,moderate heat stress,False,False,False
2026-05-14 06:00:00+0800,27.58,85.0,1.84,36.6,23.8,12.8,74.4,TP_045,1.3412,103.8615,0.534,0.287,15.56,0.433,0.427,795.0,0.196,0.251,HDB/residential,28.1441125,1.009496174,28.074483438999998,29.234516496348533,26.61344185364402,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_001,1.328,103.8511,0.516,0.289,19.08,0.726,0.44,738.0,0.259,0.442,HDB/residential,28.134175,1.729769788,27.561775,28.399021129263573,26.091304626898584,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_002,1.328,103.8537,0.471,0.313,13.97,0.503,0.423,629.0,0.094,0.563,mixed,28.15095,1.4333762964999999,27.73185,28.6184923272598,26.130083346016516,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_003,1.328,103.8563,0.445,0.265,12.01,0.399,0.479,867.0,0.183,0.279,mixed,28.191812499999997,1.2935851774999998,27.8315125,28.75444090102909,26.180119379069634,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_004,1.328,103.8589,0.467,0.279,10.57,0.586,0.345,885.0,0.15,0.672,mixed,28.2560125,1.5586766909999998,27.9389125,28.712732761644794,26.233328478453153,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_005,1.328,103.8615,0.49,0.215,20.21,0.434,0.473,511.0,0.114,0.374,mixed,27.920875,1.3207781299999999,27.314574999999998,28.356789090148105,25.899419322863753,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_006,1.3302,103.8485,0.528,0.344,10.14,0.495,0.295,771.0,0.157,0.657,HDB/residential,28.376787500000002,1.38759268,28.0725875,28.919027046812396,26.35929728288078,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_007,1.3302,103.8511,0.515,0.159,12.47,0.496,0.361,889.0,0.232,0.462,HDB/residential,28.1735875,1.3967884199999998,27.7994875,28.679252364679755,26.15665925678748,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_008,1.3302,103.8537,0.46,0.245,13.05,0.661,0.372,783.0,0.125,0.306,mixed,28.165124999999996,1.6746188299999998,27.773624999999996,28.5366570917526,26.135245986805494,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_009,1.3302,103.8563,0.545,0.348,10.19,0.635,0.408,779.0,0.198,0.815,HDB/residential,28.4023,1.5779970374999996,28.0966,28.855613331324832,26.375588469160455,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_010,1.3302,103.8589,0.5,0.395,2.0,0.601,0.321,968.0,0.185,0.391,HDB/residential,28.55325,1.5590602499999997,28.49325,29.128063883558184,26.53901936206444,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_011,1.3302,103.8615,0.486,0.329,18.53,0.507,0.398,646.0,0.226,0.569,mixed,28.1037375,1.430241361,27.5478375,28.50983433537543,26.075525680453953,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_012,1.3302,103.8641,0.465,0.371,11.84,0.656,0.349,788.0,0.16,0.354,mixed,28.302849999999996,1.66371622,27.947649999999996,28.69577744357296,26.27204389297658,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_013,1.3324,103.8485,0.51,0.351,10.93,0.51,0.303,723.0,0.163,0.434,HDB/residential,28.326225,1.4201270499999998,27.998325,28.841997955390905,26.307087425700253,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_014,1.3324,103.8511,0.494,0.332,20.49,0.587,0.479,592.0,0.084,0.527,mixed,28.0551125,1.5425332289999996,27.4404125,28.38221544398371,26.019474912579213,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_015,1.3324,103.8537,0.512,0.467,9.92,0.565,0.378,651.0,0.237,0.72,HDB/residential,28.4145625,1.4988218399999997,28.1169625,28.907474239686465,26.391471242135477,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_016,1.3324,103.8563,0.552,0.167,17.5,0.39,0.48,918.0,0.21,0.382,HDB/residential,28.128625,1.2233508399999997,27.603625,28.6512572379149,26.111509513559337,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_017,1.3324,103.8589,0.514,0.23,3.11,0.518,0.263,971.0,0.134,0.636,HDB/residential,28.4082875,1.429319486,28.3149875,29.02761665309882,26.40154290448133,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_018,1.3324,103.8615,0.463,0.274,15.44,0.425,0.433,849.0,0.1,0.372,mixed,28.15585,1.3224945874999998,27.69265,28.65673985957368,26.137159485297104,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_019,1.3324,103.8641,0.508,0.393,4.74,0.372,0.37,920.0,0.193,0.572,HDB/residential,28.509375,1.220506568,28.367175,29.209567343316287,26.506671680380915,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_020,1.3346,103.8485,0.462,0.349,12.85,0.474,0.511,726.0,0.12,0.609,mixed,28.2346375,1.395752734,27.8491375,28.735555403257106,26.215387260178957,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_021,1.3346,103.8511,0.455,0.363,17.24,0.478,0.491,639.0,0.221,0.758,mixed,28.1181125,1.4057844449999997,27.6009125,28.55364307362798,26.093103938337805,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_022,1.3346,103.8537,0.5,0.21,6.56,0.435,0.348,823.0,0.194,0.549,mixed,28.310499999999998,1.31665875,28.113699999999998,28.93682715331795,26.304981585657366,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_023,1.3346,103.8563,0.521,0.356,9.47,0.827,0.415,627.0,0.126,0.688,HDB/residential,28.3285,1.8722467934999996,28.0444,28.667455234864686,26.293264314457407,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_024,1.3346,103.8589,0.501,0.327,13.36,0.537,0.356,478.0,0.158,0.733,HDB/residential,28.142725,1.4649824784999999,27.741925,28.603844595740828,26.121830939152435,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_025,1.3346,103.8615,0.515,0.2,11.72,0.579,0.342,708.0,0.183,0.213,HDB/residential,28.18225,1.5172178924999997,27.83065,28.64188657714707,26.161136357161958,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_026,1.3346,103.8641,0.514,0.375,16.28,0.666,0.349,494.0,0.206,0.592,HDB/residential,28.150725,1.6441528820000002,27.662325000000003,28.490857646059645,26.116291377021923,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_027,1.3368,103.8485,0.52,0.55,13.65,0.666,0.468,802.0,0.164,0.621,HDB/residential,28.489562499999998,1.63994276,28.080062499999997,28.867821679629262,26.451251787778226,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_028,1.3368,103.8511,0.463,0.281,8.94,0.55,0.507,585.0,0.214,0.156,mixed,28.1896125,1.507891025,27.9214125,28.691882003499824,26.174047016190297,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_029,1.3368,103.8537,0.485,0.357,11.47,0.425,0.347,845.0,0.143,0.656,mixed,28.3261375,1.3103420624999997,27.9820375,28.887846568538272,26.311072165241043,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_030,1.3368,103.8563,0.514,0.188,21.58,0.636,0.353,604.0,0.147,0.552,HDB/residential,27.940525,1.600605572,27.293125,28.226615020252442,25.903388487822184,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_031,1.3368,103.8589,0.469,0.261,13.83,0.649,0.336,681.0,0.156,0.372,mixed,28.129824999999997,1.6505780705,27.714924999999997,28.500976580576513,26.10038982479524,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_032,1.3368,103.8615,0.59,0.332,3.79,0.595,0.467,1026.0,0.184,0.472,HDB/residential,28.5696375,1.4911055249999996,28.455937499999997,29.150699912429033,26.55449033623095,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_033,1.3368,103.8641,0.558,0.273,12.64,0.614,0.351,735.0,0.098,0.227,HDB/residential,28.288312500000004,1.539214066,27.909112500000003,28.725247698138126,26.261626341550144,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_034,1.339,103.8485,0.479,0.23,19.38,0.411,0.426,707.0,0.252,0.178,mixed,28.022287499999997,1.2930307545,27.4408875,28.483487921453108,26.001024374755815,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_035,1.339,103.8511,0.556,0.301,5.54,0.559,0.362,868.0,0.263,0.484,HDB/residential,28.471375,1.4621473219999999,28.305175,29.041734056037942,26.456793620900367,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_036,1.339,103.8537,0.508,0.323,18.85,0.423,0.58,466.0,0.172,0.701,HDB/residential,28.0391875,1.2947265619999997,27.4736875,28.506851754986453,26.018406685910207,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_037,1.339,103.8563,0.518,0.19,9.78,0.476,0.345,966.0,0.198,0.367,HDB/residential,28.253825,1.3660173239999998,27.960425,28.811471699269266,26.24132757287636,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_038,1.339,103.8589,0.547,0.295,14.59,0.606,0.372,710.0,0.217,0.523,HDB/residential,28.2468625,1.535129201,27.8091625,28.65873920700047,26.217722884883337,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_039,1.339,103.8615,0.496,0.309,17.43,0.493,0.472,702.0,0.169,0.662,mixed,28.143362500000002,1.403731304,27.620462500000002,28.577252923949988,26.117404785044506,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_040,1.339,103.8641,0.532,0.395,17.2,0.551,0.482,693.0,0.196,0.514,HDB/residential,28.258237499999996,1.465873526,27.742237499999995,28.665949466229346,26.226827959856564,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_041,1.3412,103.8511,0.496,0.348,11.95,0.772,0.335,749.0,0.238,0.625,mixed,28.299825,1.8118324160000001,27.941325,28.62900316742125,26.262936394706482,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_042,1.3412,103.8537,0.526,0.32,15.68,0.447,0.433,747.0,0.229,0.612,HDB/residential,28.2397125,1.3194653209999998,27.769312499999998,28.738791301864516,26.21845202010928,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_043,1.3412,103.8563,0.455,0.214,18.52,0.51,0.394,806.0,0.192,0.389,mixed,28.0379,1.4534045249999998,27.482300000000002,28.433225838706853,26.010432444030645,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_044,1.3412,103.8589,0.471,0.289,9.05,0.385,0.326,922.0,0.196,0.627,mixed,28.297612500000003,1.2589468675,28.026112500000004,28.918588975626797,26.290434470151975,low,moderate heat stress,False,False,False
2026-05-14 07:00:00+0800,27.68,80.6,2.36,0.0,0.0,0.0,74.9,TP_045,1.3412,103.8615,0.534,0.287,15.56,0.433,0.427,795.0,0.196,0.251,HDB/residential,28.2441125,1.2947885709999998,27.7773125,28.757147679655862,26.224140783971585,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_001,1.328,103.8511,0.516,0.289,19.08,0.726,0.44,738.0,0.259,0.442,HDB/residential,29.104174999999998,1.502554265,30.6214626,30.149718592269004,26.645350927047993,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_002,1.328,103.8537,0.471,0.313,13.97,0.503,0.423,629.0,0.094,0.563,mixed,29.12095,1.2450938168749999,30.492872905833334,30.22447513067212,26.664150592168394,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_003,1.328,103.8563,0.445,0.265,12.01,0.399,0.479,867.0,0.183,0.279,mixed,29.161812499999996,1.1236650906249999,30.266227152499997,30.206228315966303,26.69251309196173,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_004,1.328,103.8589,0.467,0.279,10.57,0.586,0.345,885.0,0.15,0.672,mixed,29.2260125,1.35393526125,31.095041591666668,30.50376409926976,26.791974208070958,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_005,1.328,103.8615,0.49,0.215,20.21,0.434,0.473,511.0,0.114,0.374,mixed,28.890874999999998,1.1472860875,29.818065071666663,29.841046959077953,26.41893495409359,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_006,1.3302,103.8485,0.528,0.344,10.14,0.495,0.295,771.0,0.157,0.657,HDB/residential,29.3467875,1.2053241499999998,31.2150538125,30.699184323118345,26.91545255928065,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_007,1.3302,103.8511,0.515,0.159,12.47,0.496,0.361,889.0,0.232,0.462,HDB/residential,29.1435875,1.2133119749999997,30.74037224,30.366944951737082,26.70191883403409,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_008,1.3302,103.8537,0.46,0.245,13.05,0.661,0.372,783.0,0.125,0.306,mixed,29.135124999999995,1.4546477124999997,30.97218609666666,30.349992363532387,26.697759562255627,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_009,1.3302,103.8563,0.545,0.348,10.19,0.635,0.408,779.0,0.198,0.815,HDB/residential,29.3723,1.3707177656249998,31.12409353333333,30.587953346744936,26.924621820608436,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_010,1.3302,103.8589,0.5,0.395,2.0,0.601,0.321,968.0,0.185,0.391,HDB/residential,29.523249999999997,1.3542684374999998,31.758143819166666,30.96913661431433,27.101730081791196,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_011,1.3302,103.8615,0.486,0.329,18.53,0.507,0.398,646.0,0.226,0.569,mixed,29.0737375,1.24237067375,30.393237565,30.154543840772874,26.615444893634958,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_012,1.3302,103.8641,0.465,0.371,11.84,0.656,0.349,788.0,0.16,0.354,mixed,29.272849999999995,1.445177225,31.218670259999993,30.542192073893087,26.83782850147137,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_013,1.3324,103.8485,0.51,0.351,10.93,0.51,0.303,723.0,0.163,0.434,HDB/residential,29.296225,1.2335849374999999,31.145561325,30.625270636039794,26.864128878603434,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_014,1.3324,103.8511,0.494,0.332,20.49,0.587,0.479,592.0,0.084,0.527,mixed,29.0251125,1.3399123387499996,30.150769149166667,29.96778407203214,26.5515102004104,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_015,1.3324,103.8537,0.512,0.467,9.92,0.565,0.378,651.0,0.237,0.72,HDB/residential,29.384562499999998,1.3019426999999997,31.126192091666663,30.629395680786885,26.939023245309045,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_016,1.3324,103.8563,0.552,0.167,17.5,0.39,0.48,918.0,0.21,0.382,HDB/residential,29.098625,1.0626564499999998,30.022358,30.093448285470355,26.62328150242425,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_017,1.3324,103.8589,0.514,0.23,3.11,0.518,0.263,971.0,0.134,0.636,HDB/residential,29.3782875,1.2415698924999998,31.603765151666668,30.87625428472233,26.96686770401562,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_018,1.3324,103.8615,0.463,0.274,15.44,0.425,0.433,849.0,0.1,0.372,mixed,29.12585,1.1487770781249997,30.298173312499998,30.18798501239527,26.660920165663434,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_019,1.3324,103.8641,0.508,0.393,4.74,0.372,0.37,920.0,0.193,0.572,HDB/residential,29.479374999999997,1.06018579,31.060458099999998,30.777957632736673,27.032295123290304,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_020,1.3346,103.8485,0.462,0.349,12.85,0.474,0.511,726.0,0.12,0.609,mixed,29.2046375,1.2124123325,30.297098435,30.19647353570599,26.728501900946217,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_021,1.3346,103.8511,0.455,0.363,17.24,0.478,0.491,639.0,0.221,0.758,mixed,29.088112499999998,1.2211263187499997,30.11505137833333,30.045287803317713,26.611616851255746,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_022,1.3346,103.8537,0.5,0.21,6.56,0.435,0.348,823.0,0.194,0.549,mixed,29.280499999999996,1.1437078124999998,30.982755949999998,30.58912024169609,26.844084203769558,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_023,1.3346,103.8563,0.521,0.356,9.47,0.827,0.415,627.0,0.126,0.688,HDB/residential,29.298499999999997,1.6263160706249997,31.363652262499997,30.54055059051097,26.862315648146208,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_024,1.3346,103.8589,0.501,0.327,13.36,0.537,0.356,478.0,0.158,0.733,HDB/residential,29.112724999999998,1.272548339375,30.772536629999998,30.33470125876028,26.67331457637518,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_025,1.3346,103.8615,0.515,0.2,11.72,0.579,0.342,708.0,0.183,0.213,HDB/residential,29.15225,1.3179223218749996,30.983829845,30.43050481015548,26.720211169606294,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_026,1.3346,103.8641,0.514,0.375,16.28,0.666,0.349,494.0,0.206,0.592,HDB/residential,29.120725,1.4281836475,30.951665485,30.34524258925335,26.68468737227109,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_027,1.3368,103.8485,0.52,0.55,13.65,0.666,0.468,802.0,0.164,0.621,HDB/residential,29.459562499999997,1.42452655,30.945437519999995,30.527083300752977,26.989202202106135,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_028,1.3368,103.8511,0.463,0.281,8.94,0.55,0.507,585.0,0.214,0.156,mixed,29.159612499999998,1.3098205937499998,30.486904291666665,30.20992138922119,26.6954148580035,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_029,1.3368,103.8537,0.485,0.357,11.47,0.425,0.347,845.0,0.143,0.656,mixed,29.2961375,1.1382208593749998,30.835629604166666,30.532833642420847,26.849014267592327,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_030,1.3368,103.8563,0.514,0.188,21.58,0.636,0.353,604.0,0.147,0.552,HDB/residential,28.910525,1.3903565349999998,30.51359157,30.04827670966195,26.469325550558498,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_031,1.3368,103.8589,0.469,0.261,13.83,0.649,0.336,681.0,0.156,0.372,mixed,29.099824999999996,1.4337648493749997,31.018814726666662,30.36220498827433,26.669935087502907,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_032,1.3368,103.8615,0.59,0.332,3.79,0.595,0.467,1026.0,0.184,0.472,HDB/residential,29.539637499999998,1.2952399687499996,31.21837874583333,30.758895463551184,27.08471708332015,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_033,1.3368,103.8641,0.558,0.273,12.64,0.614,0.351,735.0,0.098,0.227,HDB/residential,29.258312500000002,1.3370291675,31.096355018333334,30.530099441776446,26.821901496805577,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_034,1.339,103.8485,0.479,0.23,19.38,0.411,0.426,707.0,0.252,0.178,mixed,28.992287499999996,1.1231834943749999,30.043987814999998,30.012715542678183,26.525845306502234,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_035,1.339,103.8511,0.556,0.301,5.54,0.559,0.362,868.0,0.263,0.484,HDB/residential,29.441374999999997,1.2700855974999998,31.356088028333332,30.781852823261353,27.00636621249726,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_036,1.339,103.8537,0.508,0.323,18.85,0.423,0.58,466.0,0.172,0.701,HDB/residential,29.0091875,1.1246565474999999,29.65282235,29.84110784170101,26.515934150912525,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_037,1.339,103.8563,0.518,0.19,9.78,0.476,0.345,966.0,0.198,0.367,HDB/residential,29.223824999999998,1.1865828449999998,30.91379338333333,30.50401947878836,26.786519241200548,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_038,1.339,103.8589,0.547,0.295,14.59,0.606,0.372,710.0,0.217,0.523,HDB/residential,29.216862499999998,1.33348087375,30.91052228,30.423980745305386,26.772895553482456,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_039,1.339,103.8615,0.496,0.309,17.43,0.493,0.472,702.0,0.169,0.662,mixed,29.1133625,1.21934287,30.214529340000002,30.105606426704043,26.64078144591985,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_040,1.339,103.8641,0.532,0.395,17.2,0.551,0.482,693.0,0.196,0.514,HDB/residential,29.228237499999995,1.2733223424999998,30.39009432166666,30.220762937193783,26.752691806836243,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_041,1.3412,103.8511,0.496,0.348,11.95,0.772,0.335,749.0,0.238,0.625,mixed,29.269824999999997,1.57383748,31.478914383333333,30.601298453021275,26.84612262556486,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_042,1.3412,103.8537,0.526,0.32,15.68,0.447,0.433,747.0,0.229,0.612,HDB/residential,29.2097125,1.14614572375,30.409939727499996,30.28609244591509,26.74363324881011,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_043,1.3412,103.8563,0.455,0.214,18.52,0.51,0.394,806.0,0.192,0.389,mixed,29.0079,1.2624912187499997,30.34527735,30.086657088325715,26.55217910511766,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_044,1.3412,103.8589,0.471,0.289,9.05,0.385,0.326,922.0,0.196,0.627,mixed,29.267612500000002,1.093576728125,30.864409608333336,30.554934119915494,26.827522057130167,low,moderate heat stress,False,False,False
2026-05-14 08:00:00+0800,28.65,75.5,2.05,153.5,99.8,53.7,50.6,TP_045,1.3412,103.8615,0.534,0.287,15.56,0.433,0.427,795.0,0.196,0.251,HDB/residential,29.2141125,1.12471041125,30.4130430775,30.301439722214354,26.748893370330535,low,moderate heat stress,False,False,False
