review_layer,qa_target_type,qa_category,qa_priority_score,building_id,cell_id,source_name,area_m2,height_m,height_source,height_confidence,height_warning,review_status,manual_decision,manual_height_m,manual_notes,source_priority,source_building_id,height_m_original,height_source_original,levels_original,building_type_original,confidence_original,raw_properties_json,candidate_id,geometry_source,is_ml_source,dedup_status,source_candidates,source_candidate_ids,n_source_candidates,best_iou,levels_promoted_from_source,levels_promoted_from_id,promoted_fields,type_promoted_from_source,type_promoted_from_id,height_promoted_from_source,height_promoted_from_id,lu_desc_v10,intersects_v09_tile,v09_tile_types,v09_tile_ids,matched_canonical_idx,match_idx,match_iou,match_candidate_overlap,match_existing_overlap,match_area_ratio,match_centroid_distance,old_dsm_area_m2,new_dsm_area_m2,osm_area_m2,osm_count_intersections,old_vs_osm_completeness,new_vs_osm_completeness,coverage_gain_vs_osm,new_minus_old_dsm_area_m2,hazard_rank_true_v08,risk_rank_v08_conditioned,risk_rank_v08_social_conditioned,hazard_score,max_utci_c,old_hazard_rank
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.861,v10_bldg_001084,,osm,860.679545676233,102.0,osm_levels_x_3m:levels_original,medium_high,,todo,,,,3.0,osm_258849316,,height,34.0,apartments,,"{ ""osm_id"": ""258849316"", ""source_name"": ""osm"", ""building"": ""apartments"", ""building_levels"": ""34"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:housenumber\"": \""368\"", \""addr:street\"": \""Thomson Road\"", \""building\"": \""apartments\"", \""building:levels\"": \""34\"" }"", ""area_m2"": ""860.679545676233"" }",cand_osm_000700,osm,False,accepted_new,osm,osm_258849316,1.0,0.0,,,,,,,,RESIDENTIAL,True,open_paved_hotspot,T04_open_paved_hotspot,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.822,v10_bldg_001102,,osm,822.2397508778557,30.0,osm_levels_x_3m:levels_original,medium_high,,todo,,,,3.0,osm_700171158,,height,10.0,residential,,"{ ""osm_id"": ""700171158"", ""source_name"": ""osm"", ""building"": ""residential"", ""building_levels"": ""10"", ""name"": ""The Elysia"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""6\"", \""addr:postcode\"": \""328688\"", \""addr:street\"": \""Mar Thoma Road\"", \""building\"": \""residential\"", \""building:colour\"": \""#B5ACA3\"", \""building:levels\"": \""10\"", \""name\"": \""The Elysia\"", \""residential\"": \""condominium\"" }"", ""area_m2"": ""822.2397508778557"" }",cand_osm_003070,osm,False,accepted_new,osm,osm_700171158,1.0,0.0,,,,,,,,RESIDENTIAL,True,clean_hazard_top,T01_clean_hazard_top,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.794,v10_bldg_001126,,osm,793.5819823638374,15.0,lu_default:RESIDENTIAL,medium,,todo,,,,3.0,osm_231917975,,height,,train_station,,"{ ""osm_id"": ""231917975"", ""source_name"": ""osm"", ""building"": ""train_station"", ""raw_tags_json"": ""{ \""building\"": \""train_station\"", \""source\"": \""Bing\"" }"", ""area_m2"": ""793.5819823638374"" }",cand_osm_000691,osm,False,accepted_new,osm,osm_231917975,1.0,0.0,,,,,,,,RESIDENTIAL,True,conservative_risk_top,T02_conservative_risk_top,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.745,v10_bldg_001152,,osm,744.8740559944665,8.0,lu_default:TRANSPORT,medium,,todo,,,,3.0,osm_974962111,,height,,train_station,,"{ ""osm_id"": ""974962111"", ""source_name"": ""osm"", ""building"": ""train_station"", ""raw_tags_json"": ""{ \""building\"": \""train_station\"" }"", ""area_m2"": ""744.8740559944665"" }",cand_osm_003658,osm,False,accepted_new,osm,osm_974962111,1.0,0.0,,,,,,,,ROAD,True,conservative_risk_top,T02_conservative_risk_top,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.739,v10_bldg_001157,,osm,739.372163872813,15.0,lu_default:RESIDENTIAL,medium,,todo,,,,3.0,osm_700171160,,height,,yes,,"{ ""osm_id"": ""700171160"", ""source_name"": ""osm"", ""building"": ""yes"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""19A\"", \""addr:postcode\"": \""328003\"", \""addr:street\"": \""Saint Michael's Road\"", \""building\"": \""yes\"", \""roof:material\"": \""roof_tiles\"" }"", ""area_m2"": ""739.372163872813"" }",cand_osm_003072,osm,False,accepted_new,osm,osm_700171160,1.0,0.0,,,,,,,,RESIDENTIAL,True,clean_hazard_top,T01_clean_hazard_top,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.72,v10_bldg_001167,,osm,720.3045158640296,8.0,lu_default:TRANSPORT,medium,,todo,,,,3.0,osm_453493894,,height,,yes,,"{ ""osm_id"": ""453493894"", ""source_name"": ""osm"", ""building"": ""yes"", ""raw_tags_json"": ""{ \""building\"": \""yes\"" }"", ""area_m2"": ""720.3045158640296"" }",cand_osm_001689,osm,False,accepted_new,osm,osm_453493894,1.0,0.0,,,,,,,,ROAD,True,conservative_risk_top,T02_conservative_risk_top,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.707,v10_bldg_001175,,osm,706.6608109901488,75.0,osm_levels_x_3m:levels_original,medium_high,,todo,,,,3.0,osm_271791491,,height,25.0,apartments,,"{ ""osm_id"": ""271791491"", ""source_name"": ""osm"", ""building"": ""apartments"", ""building_levels"": ""25"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""370\"", \""addr:street\"": \""Thomson Road\"", \""building\"": \""apartments\"", \""building:levels\"": \""25\"", \""source\"": \""Bing\"" }"", ""area_m2"": ""706.6608109901488"" }",cand_osm_000986,osm,False,accepted_new,osm,osm_271791491,1.0,0.0,,,,,,,,RESIDENTIAL,True,open_paved_hotspot,T04_open_paved_hotspot,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.707,v10_bldg_001174,,osm,707.1073044030483,10.0,area_default:unknown_normal,low,,todo,,,,3.0,osm_454192978,,height,,yes,,"{ ""osm_id"": ""454192978"", ""source_name"": ""osm"", ""building"": ""yes"", ""raw_tags_json"": ""{ \""building\"": \""yes\"" }"", ""area_m2"": ""707.1073044030483"" }",cand_osm_002426,osm,False,accepted_new,osm,osm_454192978,1.0,0.0,,,,,,,,BUSINESS 1,True,clean_shaded_reference,T05_clean_shaded_reference,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.663,v10_bldg_001204,,osm,663.0391533093969,6.0,lu_default:PARK,medium,,todo,,,,3.0,osm_974962112,,height,,train_station,,"{ ""osm_id"": ""974962112"", ""source_name"": ""osm"", ""building"": ""train_station"", ""raw_tags_json"": ""{ \""building\"": \""train_station\"" }"", ""area_m2"": ""663.0391533093969"" }",cand_osm_003659,osm,False,accepted_new,osm,osm_974962112,1.0,0.0,,,,,,,,PARK,True,conservative_risk_top,T02_conservative_risk_top,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.618,v10_bldg_001234,,osm,617.515244042494,57.0,osm_levels_x_3m:levels_original,medium_high,,todo,,,,3.0,osm_271791488,,height,19.0,apartments,,"{ ""osm_id"": ""271791488"", ""source_name"": ""osm"", ""building"": ""apartments"", ""building_levels"": ""19"", ""raw_tags_json"": ""{ \""addr:housenumber\"": \""4-6\"", \""addr:street\"": \""Ah Hood Road\"", \""building\"": \""apartments\"", \""building:levels\"": \""19\"", \""building:material\"": \""plaster\"", \""source\"": \""Bing\"" }"", ""area_m2"": ""617.515244042494"" }",cand_osm_000983,osm,False,accepted_new,osm,osm_271791488,1.0,0.0,,,,,,,,RESIDENTIAL,True,open_paved_hotspot,T04_open_paved_hotspot,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.608,v10_bldg_001238,,osm,607.5207640925125,15.0,lu_default:RESIDENTIAL,medium,,todo,,,,3.0,osm_700171159,,height,,yes,,"{ ""osm_id"": ""700171159"", ""source_name"": ""osm"", ""building"": ""yes"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""19\"", \""addr:postcode\"": \""327978\"", \""addr:street\"": \""Saint Michael's Road\"", \""building\"": \""yes\"", \""roof:material\"": \""roof_tiles\"" }"", ""area_m2"": ""607.5207640925125"" }",cand_osm_003071,osm,False,accepted_new,osm,osm_700171159,1.0,0.0,,,,,,,,RESIDENTIAL,True,clean_hazard_top,T01_clean_hazard_top,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.575,v10_bldg_001263,,osm,575.1167098419646,10.0,lu_default:PLACE OF WORSHIP,medium,,todo,,,,3.0,osm_453945326,,height,,yes,,"{ ""osm_id"": ""453945326"", ""source_name"": ""osm"", ""building"": ""yes"", ""name"": ""Christian Evangelism"", ""raw_tags_json"": ""{ \""addr:street\"": \""Braddell Road\"", \""amenity\"": \""place_of_worship\"", \""building\"": \""yes\"", \""name\"": \""Christian Evangelism\"", \""religion\"": \""christian\"", \""source\"": \""Kaart Ground Survey 2017\"" }"", ""area_m2"": ""575.1167098419646"" }",cand_osm_002178,osm,False,accepted_new,osm,osm_453945326,1.0,0.0,,,,,,,,PLACE OF WORSHIP,True,overhead_confounded_hazard_case,T06_overhead_confounded_hazard_case,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.575,v10_bldg_001264,,osm,574.734100559594,15.0,lu_default:RESIDENTIAL,medium,,todo,,,,3.0,osm_454226399,,height,,apartments,,"{ ""osm_id"": ""454226399"", ""source_name"": ""osm"", ""building"": ""apartments"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:housenumber\"": \""2\"", \""addr:street\"": \""Topaz Road\"", \""building\"": \""apartments\"" }"", ""area_m2"": ""574.734100559594"" }",cand_osm_002487,osm,False,accepted_new,osm,osm_454226399,1.0,0.0,,,,,,,,RESIDENTIAL,True,clean_hazard_top,T01_clean_hazard_top,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.572,v10_bldg_001267,,osm,571.6793511234674,54.0,osm_levels_x_3m:levels_original,medium_high,,todo,,,,3.0,osm_455066680,,height,18.0,residential,,"{ ""osm_id"": ""455066680"", ""source_name"": ""osm"", ""building"": ""residential"", ""building_levels"": ""18"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housename\"": \""Intero\"", \""addr:housenumber\"": \""8\"", \""addr:postcode\"": \""358841\"", \""addr:street\"": \""Leicester Road\"", \""building\"": \""residential\"", \""building:levels\"": \""18\"", \""residential\"": \""condominium\"" }"", ""area_m2"": ""571.6793511234674"" }",cand_osm_002542,osm,False,accepted_new,osm,osm_455066680,1.0,0.0,,,,,,,,RESIDENTIAL,True,clean_hazard_top,T01_clean_hazard_top,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.533,v10_bldg_001296,,osm,532.607725569885,15.0,osm_levels_x_3m:levels_original,medium_high,,todo,,,,3.0,osm_454226418,,height,5.0,residential,,"{ ""osm_id"": ""454226418"", ""source_name"": ""osm"", ""building"": ""residential"", ""building_levels"": ""5"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""3\"", \""addr:postcode\"": \""327849\"", \""addr:street\"": \""Topaz Road\"", \""building\"": \""residential\"", \""building:levels\"": \""5\"", \""residential\"": \""condominium\"" }"", ""area_m2"": ""532.607725569885"" }",cand_osm_002498,osm,False,accepted_new,osm,osm_454226418,1.0,0.0,,,,,,,,RESIDENTIAL,True,clean_hazard_top,T01_clean_hazard_top,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.525,v10_bldg_001308,,osm,525.0240887143567,45.0,osm_levels_x_3m:levels_original,medium_high,,todo,,,,3.0,osm_454199766,,height,15.0,apartments,,"{ ""osm_id"": ""454199766"", ""source_name"": ""osm"", ""building"": ""apartments"", ""building_levels"": ""15"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housename\"": \""Saint Michael Regency\"", \""addr:housenumber\"": \""38\"", \""addr:postcode\"": \""328008\"", \""addr:street\"": \""Saint Michael's Road\"", \""building\"": \""apartments\"", \""building:levels\"": \""15\"" }"", ""area_m2"": ""525.0240887143567"" }",cand_osm_002446,osm,False,accepted_new,osm,osm_454199766,1.0,0.0,,,,,,,,RESIDENTIAL,True,clean_hazard_top,T01_clean_hazard_top,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.523,v10_bldg_001310,,osm,523.239086562653,18.0,osm_levels_x_3m:levels_original,medium_high,,todo,,,,3.0,osm_455066679,,height,6.0,residential,,"{ ""osm_id"": ""455066679"", ""source_name"": ""osm"", ""building"": ""residential"", ""building_levels"": ""6"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""19\"", \""addr:postcode\"": \""358459\"", \""addr:street\"": \""Meyappa Chettiar Road\"", \""building\"": \""residential\"", \""building:levels\"": \""6\"" }"", ""area_m2"": ""523.239086562653"" }",cand_osm_002541,osm,False,accepted_new,osm,osm_455066679,1.0,0.0,,,,,,,,RESIDENTIAL,True,clean_hazard_top,T01_clean_hazard_top,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.521,v10_bldg_001314,,osm,520.6546296627797,15.0,lu_default:RESIDENTIAL,medium,,todo,,,,3.0,osm_893361855,,height,,yes,,"{ ""osm_id"": ""893361855"", ""source_name"": ""osm"", ""building"": ""yes"", ""layer"": ""1"", ""raw_tags_json"": ""{ \""amenity\"": \""shelter\"", \""building\"": \""yes\"", \""layer\"": \""1\"" }"", ""area_m2"": ""520.6546296627797"" }",cand_osm_003650,osm,False,accepted_new,osm,osm_893361855,1.0,0.0,,,,,,,,RESIDENTIAL,True,open_paved_hotspot,T04_open_paved_hotspot,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.512,v10_bldg_001321,,osm,512.1051431379906,45.0,osm_levels_x_3m:levels_original,medium_high,,todo,,,,3.0,osm_700171143,,height,15.0,residential,,"{ ""osm_id"": ""700171143"", ""source_name"": ""osm"", ""building"": ""residential"", ""building_levels"": ""15"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housename\"": \""Airstream\"", \""addr:housenumber\"": \""26\"", \""addr:postcode\"": \""327994\"", \""addr:street\"": \""Saint Michael's Road\"", \""building\"": \""residential\"", \""building:levels\"": \""15\"", \""residential\"": \""condominium\"" }"", ""area_m2"": ""512.1051431379906"" }",cand_osm_003067,osm,False,accepted_new,osm,osm_700171143,1.0,0.0,,,,,,,,RESIDENTIAL,True,clean_hazard_top,T01_clean_hazard_top,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.504,v10_bldg_001330,,osm,504.1863380959072,15.0,lu_default:RESIDENTIAL,medium,,todo,,,,3.0,osm_453978663,,height,,detached,,"{ ""osm_id"": ""453978663"", ""source_name"": ""osm"", ""building"": ""detached"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""31A\"", \""addr:street\"": \""Carmichael Road\"", \""building\"": \""detached\"" }"", ""area_m2"": ""504.1863380959072"" }",cand_osm_002379,osm,False,accepted_new,osm,osm_453978663,1.0,0.0,,,,,,,,RESIDENTIAL,True,overhead_confounded_hazard_case,T06_overhead_confounded_hazard_case,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.497,v10_bldg_001339,,osm,497.398541830642,15.0,lu_default:RESIDENTIAL,medium,,todo,,,,3.0,osm_287646979,,height,,residential,,"{ ""osm_id"": ""287646979"", ""source_name"": ""osm"", ""building"": ""residential"", ""raw_tags_json"": ""{ \""addr:street\"": \""Mackerrow Road\"", \""building\"": \""residential\"", \""source\"": \""Kaart Ground Survey 2017\"" }"", ""area_m2"": ""497.398541830642"" }",cand_osm_001069,osm,False,accepted_new,osm,osm_287646979,1.0,0.0,,,,,,,,RESIDENTIAL,True,overhead_confounded_hazard_case,T06_overhead_confounded_hazard_case,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.492,v10_bldg_001343,,osm,492.0867536211588,18.0,osm_levels_x_3m:levels_original,medium_high,,todo,,,,3.0,osm_252410121,,height,6.0,hotel,,"{ ""osm_id"": ""252410121"", ""source_name"": ""osm"", ""building"": ""hotel"", ""building_levels"": ""6"", ""name"": ""Value Thomson"", ""raw_tags_json"": ""{ \""addr:housenumber\"": \""592\"", \""addr:street\"": \""Balestier Road\"", \""building\"": \""hotel\"", \""building:levels\"": \""6\"", \""name\"": \""Value Thomson\"", \""wikidata\"": \""Q111406905\"" }"", ""area_m2"": ""492.0867536211588"" }",cand_osm_000696,osm,False,accepted_new,osm,osm_252410121,1.0,0.0,,,,,,,,HOTEL,True,open_paved_hotspot,T04_open_paved_hotspot,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.482,v10_bldg_001352,,osm,482.44884490463704,30.0,osm_levels_x_3m:levels_original,medium_high,,todo,,,,3.0,osm_700171141,,height,10.0,residential,,"{ ""osm_id"": ""700171141"", ""source_name"": ""osm"", ""building"": ""residential"", ""building_levels"": ""10"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housename\"": \""Sunville\"", \""addr:housenumber\"": \""20\"", \""addr:postcode\"": \""327979\"", \""addr:street\"": \""Saint Michael's Road\"", \""building\"": \""residential\"", \""building:colour\"": \""#AFA39B\"", \""building:levels\"": \""10\"", \""residential\"": \""condominium\"" }"", ""area_m2"": ""482.44884490463704"" }",cand_osm_003066,osm,False,accepted_new,osm,osm_700171141,1.0,0.0,,,,,,,,RESIDENTIAL,True,clean_hazard_top,T01_clean_hazard_top,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.47,v10_bldg_001364,,osm,470.4982838883526,6.0,osm_levels_x_3m:levels_original,medium_high,,todo,,,,3.0,osm_261166360,,height,2.0,detached,,"{ ""osm_id"": ""261166360"", ""source_name"": ""osm"", ""building"": ""detached"", ""building_levels"": ""2"", ""roof_levels"": ""1"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""11\"", \""addr:street\"": \""Tan Sim Boh Road\"", \""building\"": \""detached\"", \""building:levels\"": \""2\"", \""roof:levels\"": \""1\"", \""roof:shape\"": \""flat\"" }"", ""area_m2"": ""470.4982838883526"" }",cand_osm_000844,osm,False,accepted_new,osm,osm_261166360,1.0,0.0,,,,,,,,RESIDENTIAL,True,open_paved_hotspot,T04_open_paved_hotspot,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.458,v10_bldg_001375,,osm,458.2537709844949,42.0,osm_levels_x_3m:levels_original,medium_high,,todo,,,,3.0,osm_454199801,,height,14.0,residential,,"{ ""osm_id"": ""454199801"", ""source_name"": ""osm"", ""building"": ""residential"", ""building_levels"": ""14"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housename\"": \""Riverside Melodies\"", \""addr:housenumber\"": \""26\"", \""addr:postcode\"": \""327995\"", \""addr:street\"": \""Saint Michael's Road\"", \""building\"": \""residential\"", \""building:levels\"": \""14\"", \""residential\"": \""condominium\"" }"", ""area_m2"": ""458.2537709844949"" }",cand_osm_002458,osm,False,accepted_new,osm,osm_454199801,1.0,0.0,,,,,,,,RESIDENTIAL,True,clean_hazard_top,T01_clean_hazard_top,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.456,v10_bldg_001381,,osm,456.0867311157564,10.0,area_default:unknown_normal,low,,todo,,,,3.0,osm_455152601,,height,,train_station,,"{ ""osm_id"": ""455152601"", ""source_name"": ""osm"", ""building"": ""train_station"", ""raw_tags_json"": ""{ \""building\"": \""train_station\"" }"", ""area_m2"": ""456.0867311157564"" }",cand_osm_002647,osm,False,accepted_new,osm,osm_455152601,1.0,0.0,,,,,,,,RESERVE SITE,True,conservative_risk_top,T02_conservative_risk_top,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.446,v10_bldg_001393,,osm,445.8260152675809,12.0,lu_default:CIVIC,medium,,todo,,,,3.0,osm_974962110,,height,,train_station,,"{ ""osm_id"": ""974962110"", ""source_name"": ""osm"", ""building"": ""train_station"", ""raw_tags_json"": ""{ \""building\"": \""train_station\"" }"", ""area_m2"": ""445.8260152675809"" }",cand_osm_003657,osm,False,accepted_new,osm,osm_974962110,1.0,0.0,,,,,,,,CIVIC & COMMUNITY INSTITUTION,True,conservative_risk_top,T02_conservative_risk_top,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.436,v10_bldg_001410,,osm,436.05242630283703,15.0,lu_default:RESIDENTIAL,medium,,todo,,,,3.0,osm_453940667,,height,,residential,,"{ ""osm_id"": ""453940667"", ""source_name"": ""osm"", ""building"": ""residential"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:housenumber\"": \""49\"", \""addr:street\"": \""Mackerrow Road\"", \""building\"": \""residential\"", \""source\"": \""Kaart Ground Survey 2017\"" }"", ""area_m2"": ""436.05242630283703"" }",cand_osm_002136,osm,False,accepted_new,osm,osm_453940667,1.0,0.0,,,,,,,,RESIDENTIAL,True,overhead_confounded_hazard_case,T06_overhead_confounded_hazard_case,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.432,v10_bldg_001413,,osm,431.7516659506275,33.0,osm_levels_x_3m:levels_original,medium_high,,todo,,,,3.0,osm_455066668,,height,11.0,residential,,"{ ""osm_id"": ""455066668"", ""source_name"": ""osm"", ""building"": ""residential"", ""building_levels"": ""11"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""25\"", \""addr:postcode\"": \""358464\"", \""addr:street\"": \""Meyappa Chettiar Road\"", \""building\"": \""residential\"", \""building:levels\"": \""11\"" }"", ""area_m2"": ""431.7516659506275"" }",cand_osm_002536,osm,False,accepted_new,osm,osm_455066668,1.0,0.0,,,,,,,,RESIDENTIAL,True,clean_hazard_top,T01_clean_hazard_top,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.425,v10_bldg_001426,,osm,425.1966418624484,4.0,type_default_shelter,medium_low,possible_shelter_not_ground_up_building,todo,,,,3.0,osm_717064627,,height,,roof,,"{ ""osm_id"": ""717064627"", ""source_name"": ""osm"", ""building"": ""roof"", ""layer"": ""1"", ""raw_tags_json"": ""{ \""building\"": \""roof\"", \""layer\"": \""1\"" }"", ""area_m2"": ""425.1966418624484"" }",cand_osm_003100,osm,False,accepted_new,osm,osm_717064627,1.0,0.0,,,,,,,,RESIDENTIAL,True,open_paved_hotspot,T04_open_paved_hotspot,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.418,v10_bldg_001436,,osm,418.47263940536544,15.0,lu_default:RESIDENTIAL,medium,,todo,,,,3.0,osm_453978625,,height,,detached,,"{ ""osm_id"": ""453978625"", ""source_name"": ""osm"", ""building"": ""detached"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""31\"", \""addr:street\"": \""Carmichael Road\"", \""building\"": \""detached\"" }"", ""area_m2"": ""418.47263940536544"" }",cand_osm_002341,osm,False,accepted_new,osm,osm_453978625,1.0,0.0,,,,,,,,RESIDENTIAL,True,overhead_confounded_hazard_case,T06_overhead_confounded_hazard_case,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.417,v10_bldg_001441,,osm,416.7901127012083,15.0,lu_default:RESIDENTIAL,medium,,todo,,,,3.0,osm_454209277,,height,,yes,,"{ ""osm_id"": ""454209277"", ""source_name"": ""osm"", ""building"": ""yes"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""28\"", \""addr:postcode\"": \""328000\"", \""addr:street\"": \""Saint Michael's Road\"", \""building\"": \""yes\"", \""roof:material\"": \""roof_tiles\"" }"", ""area_m2"": ""416.7901127012083"" }",cand_osm_002468,osm,False,accepted_new,osm,osm_454209277,1.0,0.0,,,,,,,,RESIDENTIAL,True,clean_hazard_top,T01_clean_hazard_top,,,,,,,,,,,,,,,,,,,,,
building,building,transport_shelter_overhead_candidate,12.411,v10_bldg_000715,,osm,5411.159040048697,15.0,osm_levels_x_3m:levels_original,medium_high,,todo,,,,3.0,osm_169842940,0.0,osm_height_tag,5.0,industrial,,"{ ""osm_id"": ""169842940"", ""source_name"": ""osm"", ""building"": ""industrial"", ""building_levels"": ""5"", ""height"": ""0"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""625\"", \""addr:postcode\"": \""319519\"", \""addr:street\"": \""Lorong 4 Toa Payoh\"", \""building\"": \""industrial\"", \""building:levels\"": \""5\"", \""height\"": \""0\"" }"", ""area_m2"": ""5411.159040048697"" }",cand_osm_000451,osm,False,accepted_new,osm,osm_169842940,1.0,0.0,,,,,,,,BUSINESS 1,False,,,,,,,,,,,,,,,,,,,,,,,
building,building,critical_tile_building_review;transport_shelter_overhead_candidate,12.405,v10_bldg_001457,,osm,405.37349567329295,24.0,osm_levels_x_3m:levels_original,medium_high,,todo,,,,3.0,osm_455066671,,height,8.0,residential,,"{ ""osm_id"": ""455066671"", ""source_name"": ""osm"", ""building"": ""residential"", ""building_levels"": ""8"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""21\"", \""addr:postcode\"": \""358461\"", \""addr:street\"": \""Meyappa Chettiar Road\"", \""building\"": \""residential\"", \""building:levels\"": \""8\"" }"", ""area_m2"": ""405.37349567329295"" }",cand_osm_002539,osm,False,accepted_new,osm,osm_455066671,1.0,0.0,,,,,,,,RESIDENTIAL,True,clean_hazard_top,T01_clean_hazard_top,,,,,,,,,,,,,,,,,,,,,
