column_name,role,predictor_tier,dtype,non_null_count,missing_fraction,source_file_guess,notes
svf_umep_mean_open_v10,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
svf_umep_p10_open_v10,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
svf_umep_p90_open_v10,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
svf_umep_mean_all_v10,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
shade_fraction_umep_0800_open_v10,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
shade_fraction_umep_0900_open_v10,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
shade_fraction_umep_1000_open_v10,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
shade_fraction_umep_1100_open_v10,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
shade_fraction_umep_1200_open_v10,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
shade_fraction_umep_1300_open_v10,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
shade_fraction_umep_1400_open_v10,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
shade_fraction_umep_1500_open_v10,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
shade_fraction_umep_1600_open_v10,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
shade_fraction_umep_1700_open_v10,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
shade_fraction_umep_1800_open_v10,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
shade_fraction_umep_1900_open_v10,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
shade_fraction_umep_10_16_open_v10,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
shade_fraction_umep_13_15_open_v10,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
shade_fraction_umep_peak_open_v10,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
umep_morphology_version,non_predictor_metadata,excluded_metadata,object,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,source/version/note/name/method/interpretation or high-cardinality text metadata excluded
umep_includes_vegetation,non_predictor_metadata,excluded_metadata,bool,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,constant or all-NaN column excluded from B8.2 predictors
veg_transmissivity_pct,non_predictor_metadata,excluded_metadata,int64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,constant or all-NaN column excluded from B8.2 predictors
veg_trunk_zone_pct,non_predictor_metadata,excluded_metadata,int64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,constant or all-NaN column excluded from B8.2 predictors
umep_shadow_date,non_predictor_metadata,excluded_metadata,int64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,constant or all-NaN column excluded from B8.2 predictors
shade_interpretation,non_predictor_metadata,excluded_metadata,object,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,source/version/note/name/method/interpretation or high-cardinality text metadata excluded
svf_v08_umep_veg,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
shade_fraction_v08_umep_veg,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
v10_building_density,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
v10_building_area_m2,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
v10_open_pixel_fraction,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
v10_building_height_mean_m,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
v10_building_height_max_m,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
v10_building_height_p50_m,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
v10_building_height_p90_m,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
building_density_v08,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
mean_building_height_m_v08,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
max_building_height_m_v08,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
svf_source_v10,non_predictor_metadata,excluded_metadata,object,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,source/provenance field excluded from B8.2 predictors
shade_source_v10,non_predictor_metadata,excluded_metadata,object,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,source/provenance field excluded from B8.2 predictors
building_source_v10,non_predictor_metadata,excluded_metadata,object,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,source/provenance field excluded from B8.2 predictors
delta_svf_v10_minus_v08,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
delta_shade_v10_minus_v08,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
overhead_area_total_m2,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
overhead_weighted_shade_area_m2,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
n_overhead_features,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
overhead_area_covered_walkway_m2,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
n_covered_walkway,non_predictor_metadata,excluded_metadata,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,not in B8.2 physical-core predictor tier; excluded from headline predictors
overhead_area_elevated_rail_m2,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
n_elevated_rail,non_predictor_metadata,excluded_metadata,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,not in B8.2 physical-core predictor tier; excluded from headline predictors
overhead_area_elevated_road_m2,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
n_elevated_road,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
overhead_area_pedestrian_bridge_m2,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
n_pedestrian_bridge,non_predictor_metadata,excluded_metadata,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,not in B8.2 physical-core predictor tier; excluded from headline predictors
overhead_area_viaduct_m2,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
n_viaduct,non_predictor_metadata,excluded_metadata,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,not in B8.2 physical-core predictor tier; excluded from headline predictors
overhead_fraction_total,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
overhead_shade_proxy,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
overhead_fraction_covered_walkway,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
overhead_fraction_elevated_rail,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
overhead_fraction_elevated_road,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
overhead_fraction_pedestrian_bridge,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
overhead_fraction_viaduct,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
pedestrian_shelter_fraction,non_predictor_metadata,excluded_metadata,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,not in B8.2 physical-core predictor tier; excluded from headline predictors
transport_deck_fraction,non_predictor_metadata,excluded_metadata,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,not in B8.2 physical-core predictor tier; excluded from headline predictors
overhead_confounding_flag,feature,physical_core,object,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
overhead_interpretation,non_predictor_metadata,excluded_metadata,object,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,source/version/note/name/method/interpretation or high-cardinality text metadata excluded
overhead_shade_proxy_cell_scope,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
overhead_shade_proxy_open_scope,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
overhead_shade_scope_method,non_predictor_metadata,excluded_metadata,object,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,source/version/note/name/method/interpretation or high-cardinality text metadata excluded
shade_fraction_base_v10,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
shade_fraction_overhead_sens,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
delta_shade_overhead_sens_minus_base,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
shade_fraction_without_overhead_sens,feature,physical_core,float64,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,eligible B8.2 physical-core predictor
shade_fraction_source_v10_delta,non_predictor_metadata,excluded_metadata,object,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,source/provenance field excluded from B8.2 predictors
overhead_sensitivity_note,non_predictor_metadata,excluded_metadata,object,1500,0.0,data\grid\v10\toa_payoh_grid_v10_features_overhead_sensitivity.csv,source/version/note/name/method/interpretation or high-cardinality text metadata excluded
