cell_id,in_core8,in_v10_epsilon,in_existing_wave1,typology_label,typology_group,selection_source,existing_solweig_base_available,existing_solweig_overhead_available,tmrt_p90_base_mean_or_h13,tmrt_p95_base_mean_or_h13,tmrt_max_base_mean_or_h13,m_rad_pct_mean_or_h13,overhead_delta_p90_available,overhead_delta_p90_mean_or_h13,svf,shade_fraction,building_density,tree_canopy_or_gvi,grass_fraction,water_fraction,overhead_fraction,road_fraction,pedestrian_relevance_proxy,land_use_hint,notes
TP_0209,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.0865446431002822,0.7911629245826136,0.1343999999992568,0.0,0.0,0.0,0.0,0.287455588950151,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0210,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.1626960968355013,0.4879765395894428,0.3579999999997981,0.0,0.0,0.0,0.0127300317554943,0.016908143100121,0.0127300317554943,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0211,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.134070589782528,0.735202492211838,0.1192000000004379,0.0,0.0,0.0,0.0548967312336955,0.3607682143580908,0.0548967312336955,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0212,False,False,False,commercial,covered_walkway_or_pedestrian_overhead,v10_non_raster_features,False,False,,,,,False,,0.4358143529389053,0.0866336633663366,0.920000000001004,0.0,0.0,0.0,0.0205369606456771,0.0,0.0205369606456771,commercial,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0213,False,False,False,commercial,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.4510265734129096,0.0237388724035608,0.7175999999995692,0.0,0.0,0.0,0.003422655255178,0.0,0.003422655255178,commercial,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0214,False,False,False,commercial,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.3786205799622768,0.3560076287349014,0.4384000000019458,0.0,0.0,0.0,0.0763472907318499,0.0,0.0169660646070748,commercial,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0215,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.5223772667476972,0.2004716981132075,0.4032000000004547,0.0,0.0,0.0,0.0179077410888554,0.0,0.0053030793374515,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0216,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.4901314541387488,0.3781970649895178,0.1275999999989741,0.0,0.0,0.0,0.0,0.0,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0217,False,False,False,commercial,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.4305523110168247,0.3084049183089102,0.2692000000030213,0.0,0.0,0.0,0.0,0.283262255888884,0.0,commercial,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0218,False,False,False,commercial,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.4839972080123909,0.1900756938603869,0.6059999999964065,0.0,0.0,0.0,0.0,0.0,0.0,commercial,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0219,False,False,False,commercial,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.4276926875865274,0.2853808614470613,0.4323999999964527,0.0066402609506057,0.0882261571916744,0.0,0.0,0.0,0.0,commercial,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0220,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.0594049128107726,0.8772189349112426,0.0,0.4826147426981919,0.5019703291608716,0.0060268891979601,0.0,0.0019222772170659,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0221,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.0545280245282576,0.8464536243180047,0.0551999999996857,0.6621233302267785,0.0,0.0038443616029822,0.0,0.3745969635060798,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0222,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.1332126497489476,0.6450076804915514,0.1928000000013852,0.0373261205564142,0.0,0.0,0.0016607454233269,0.0661937142725232,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0223,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.2872410055043402,0.3408628408628408,0.4263999999959978,0.0,0.0,0.0,0.0,0.0,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0224,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.1839866169130918,0.5310077519379846,0.2352000000022118,0.0,0.0,0.0,0.0,0.1746641002362335,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0225,False,False,False,residential,covered_walkway_or_pedestrian_overhead,v10_non_raster_features,False,False,,,,,False,,0.1475842408726417,0.6025053467766575,0.208799999998663,0.0,0.0,0.0,0.0551032020939454,0.2329087994704073,0.0383831571881115,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0226,False,False,False,residential,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.4144029988961158,0.2481248124812481,0.1928000000011187,0.0,0.0,0.0,0.0960090650256045,0.2668730434979335,0.056006329578369,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0227,False,False,False,residential,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.2360292893832104,0.552970297029703,0.273599999999144,0.0,0.2787184466019417,0.0,0.1233253024356692,0.2150187244878054,0.0166958712353555,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0228,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.1092006156578684,0.8032053671263512,0.0084000000000119,0.2018699532511686,0.104354209326585,0.0,0.2515480022662948,0.4526669655741556,0.0,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0229,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.7433921343491219,0.194527736131934,0.0143999999999947,0.0,0.0,0.0,0.0951144890522781,0.7103257998753244,0.0,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0230,False,False,False,civic_institutional,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.8314815172262363,0.0402298850574712,0.2023999999997938,0.0,0.0,0.0,0.0,0.0,0.0,civic_institutional,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0231,False,False,False,water,water_edge_or_blue_green,v10_non_raster_features,False,False,,,,,False,,0.4553120014563714,0.3870660960532572,0.2196000000008628,0.0,0.0,0.0865918533763056,0.0,0.0,0.0,water,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0232,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.3910540550919856,0.4771162413932766,0.0732000000000985,0.0,0.0,0.0,0.0,0.3118786229965357,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0233,False,False,False,civic_institutional,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.4468612185830308,0.4323793490460157,0.1311999999996396,0.0,0.0,0.0,0.0,0.0,0.0,civic_institutional,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0234,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.7818832353208736,0.0268793383547481,0.1579999999992211,0.0,0.0,0.0,0.0,0.0,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0235,False,False,False,civic_institutional,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.3726287841203133,0.341314849821466,0.4052000000026976,0.0,0.0,0.0,0.0,0.0,0.0,civic_institutional,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0236,False,False,False,civic_institutional,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.7931119097188887,0.0490534979423868,0.2508000000008029,0.0,0.0,0.0,0.0,0.0013753747757323,0.0,civic_institutional,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0237,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.6428381539449949,0.1918705709319428,0.0843999999994672,0.0,0.0,0.0,0.0,0.3185000236001999,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0238,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.3222708793369806,0.4767636242059512,0.2428000000014,0.0,0.0,0.0,0.0,0.0,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0239,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.2559258964256628,0.3968553459119497,0.4247999999952092,0.0,0.0,0.0,0.0,0.0,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0240,False,False,False,residential,covered_walkway_or_pedestrian_overhead,v10_non_raster_features,False,False,,,,,False,,0.3715961644376745,0.3813919413919414,0.1300000000019012,0.0,0.0,0.0,0.0351794981771313,0.2393920008793526,0.0351794981771313,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0241,False,False,False,commercial,covered_walkway_or_pedestrian_overhead,v10_non_raster_features,False,False,,,,,False,,0.3188751728969823,0.3979069249610331,0.4619999999989075,0.0,0.0,0.0,0.0236325721503289,0.0488136934591253,0.0236325721503289,commercial,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0242,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.503912238461348,0.0132481665483794,0.517999999997324,0.0,0.0,0.0,0.0,0.0,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0243,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.4482079301438204,0.0410824108241082,0.5187999999998868,0.0,0.0,0.0,0.0148931587454273,0.0,0.011663994984191,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0244,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.5348708430273672,0.0956862745098039,0.3604000000018487,0.0,0.0,0.0,0.0,0.0,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0245,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.7496854972629261,0.0632156103854217,0.2339999999957095,0.0,0.0,0.0,0.0,0.0,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0246,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.4139324033225106,0.4016743550316077,0.260000000001939,0.0,0.0,0.0,0.0,0.5098148603962647,0.0,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0247,False,False,False,commercial,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.5813319593097279,0.1974173779820529,0.4308000000051954,0.0,0.0,0.0,0.0,0.2415243387470558,0.0,commercial,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0248,False,False,False,commercial,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.3466884202989084,0.4289057928613224,0.3979999999925939,0.0460487575079495,0.2196050720370588,0.0,0.0,0.0266179706040855,0.0,commercial,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0249,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.2052471198711073,0.6098418277680141,0.130000000001965,0.1652214670728849,0.6788141551441293,0.0,0.0,0.0,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0250,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.2191609293077827,0.5021666666666667,0.2400000000013096,0.0005496015388843,0.0201389706748321,0.0,0.0,0.001091797500858,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0251,False,False,False,residential,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.1266874333678186,0.7458759372869803,0.1035999999988071,0.0582008515292371,0.0,0.0,0.0549372776533895,0.3069929232571871,0.0125773384614856,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0252,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.1615919967465987,0.625635975709831,0.2484000000020061,0.1015897939156035,0.0,0.0,0.0,0.0,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0253,False,False,False,residential,covered_walkway_or_pedestrian_overhead,v10_non_raster_features,False,False,,,,,False,,0.1692068803225571,0.5900213359592975,0.269199999999809,0.0,0.0,0.0,0.0497229364895686,0.2800102330892979,0.0497229364895686,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0254,False,False,False,residential,covered_walkway_or_pedestrian_overhead,v10_non_raster_features,False,False,,,,,False,,0.1147348030591775,0.733620866707743,0.3912000000017362,0.0,0.0,0.0,0.0966487633719454,0.0,0.0966487633719454,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0255,False,False,False,residential,covered_walkway_or_pedestrian_overhead,v10_non_raster_features,False,False,,,,,False,,0.1224480083974327,0.7475102519039251,0.1503999999993105,0.0,0.0,0.0,0.0773299300250583,0.2800215781254588,0.0773299300250583,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0256,False,False,False,residential,covered_walkway_or_pedestrian_overhead,v10_non_raster_features,False,False,,,,,False,,0.0118137965115803,0.8975903614457831,0.2848000000000518,0.0,0.5754494778990342,0.0,0.0419707076582972,0.0,0.0419707076582972,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0257,False,False,False,residential,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.3105916660151545,0.6056122448979592,0.2767999999995267,0.0,0.4755506952038743,0.0,0.0627907184074936,0.3576196863564729,0.0128888775591476,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0258,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.7485377397270826,0.154776299879081,0.0480000000001929,0.0,0.0,0.0,0.0832852878123311,0.5769998400458969,0.0,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0259,False,False,False,civic_institutional,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.6402386977982265,0.085285655569256,0.4327999999976303,0.0,0.0,0.0,0.0,0.0,0.0,civic_institutional,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0260,False,False,False,civic_institutional,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.6515828072092564,0.1619427221730144,0.1368000000009132,0.0,0.0,0.0688491128905636,0.0,0.0,0.0,civic_institutional,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0261,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.4969086477954493,0.32928531546622,0.1055999999998405,0.0,0.0,0.0508944613702054,0.0,0.1405227730831892,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0262,False,False,False,civic_institutional,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.0854040124510723,0.8611921634014172,0.0804000000001711,0.0,0.0,0.0,0.0,0.0,0.0,civic_institutional,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0263,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.4861779456249168,0.3490180572031106,0.0699999999999032,0.0,0.0,0.0,0.0001991788595046,0.0,0.0001991788595046,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0264,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.4008639005343024,0.441839260127654,0.058000000000154,0.0,0.0,0.0,0.0,0.0,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0265,False,False,False,commercial,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.4793543502700972,0.1975585450921773,0.5256000000002964,0.0,0.0,0.0,0.0254519361504772,0.1253581912380038,0.0056559858112219,commercial,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0266,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.2251435698136061,0.5915237696919002,0.1043999999997607,0.0,0.0,0.0,0.0201486740627347,0.1590387883568845,0.0044774831250568,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0267,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.0223820759485137,0.903771491957848,0.1200000000002117,0.0,0.0,0.0,0.0,0.0,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0268,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.126803294708847,0.6013498802525582,0.469199999999633,0.0,0.0,0.0,0.0,0.0,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0269,False,False,False,civic_institutional,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.3156983665918669,0.4952143154390345,0.1203999999996255,0.0,0.0,0.0,0.0,0.0171586616075607,0.0,civic_institutional,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0270,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.0973217424989211,0.8136472466081405,0.0584000000000754,0.0,0.0,0.0,0.0148237016706247,0.5137991625245534,0.0148237016706247,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0271,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.1881694463806541,0.6209639681796912,0.2059999999997564,0.0,0.0,0.0,0.0,0.2800156815070153,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0272,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.3012673915183469,0.3859649122807018,0.2151999999977492,0.0,0.0,0.0,0.0,0.280003132207076,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0273,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.4454653367975613,0.3353610981126189,0.1856000000015968,0.0,0.0,0.0,0.0009271814741047,0.2814549528934404,0.0009271814741047,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0274,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.6692744398831112,0.10130081300813,0.2407999999981296,0.0,0.0,0.0,0.0024422493546833,0.3229509919371713,0.0024422493546833,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0275,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.2484279025146921,0.5381042854127084,0.408799999998773,0.0,0.0,0.0,0.0,0.2670540219920161,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0276,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.4402363777104807,0.2926292629262926,0.2928000000047295,0.0,0.0,0.0,0.0,0.0432914999892223,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0277,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.1369118821650719,0.7914746543778802,0.0191999999998596,0.3516802763819095,0.0,0.0,0.0,0.4872291723812091,0.0,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0278,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.1369585053413119,0.6914443958606616,0.1668000000006584,0.1280859374999999,0.0,0.0,0.0,0.285010024620376,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0279,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.1269735701448981,0.7240414217744192,0.1079999999994067,0.0,0.0,0.0,0.0,0.2944324569605827,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0280,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.407184267799375,0.4033898305084746,0.116799999999148,0.0,0.0,0.0,0.0,0.6843291667501735,0.0,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0281,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.0350524319437139,0.9201809662304088,0.1948000000036603,0.0,0.0,0.0,0.0,0.28954559379499,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0282,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.4067071346751605,0.4032955159373312,0.0943999999988873,0.0,0.0,0.0,0.009131842787035,0.5601618026237899,0.009131842787035,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0283,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.3571730158159509,0.4730142566191446,0.2544000000019343,0.0,0.0,0.0,0.0,0.2800267588896709,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0284,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.4991356566353937,0.3106606606606606,0.1727999999998082,0.0,0.0,0.0,0.0,0.2962875048564233,0.0,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0285,False,False,False,residential,mixed_urban_context,v10_non_raster_features,False,False,,,,,False,,0.5075204697069394,0.3069444444444444,0.2724000000011396,0.0,0.0,0.0,0.0,0.0,0.0,residential,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0286,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.6596039640861132,0.2337765115542893,0.1975999999990906,0.0,0.0099601593625498,0.0,0.0872123078130507,0.1679344402556738,0.0570870642371582,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
TP_0287,False,False,False,transport,transport_overhead_or_viaduct,v10_non_raster_features,False,False,,,,,False,,0.660651369244521,0.2197089947089947,0.0528000000000211,0.0,0.0,0.0,0.0839506452951917,0.4159843998571266,0.0186556989545173,transport,Overhead shade sensitivity: adjusts ground-level shade proxy only (open-pixel scope). Elevated transport-deck heat is not modelled as pedestrian heat exposure.
