asset_type,source_asset_type,logical_name,expected_path,resolved_path,required_for_execution,commit_safe,exists,is_path_like,readiness_status,notes,next_manual_check
raster_tile,raster_tile,TP_0141_wall_height,data/solweig/v12_n24_tiles/TP_0141/wall_height.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0141/wall_height.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0141/wall_height.tif
raster_tile,raster_tile,TP_0141_wall_aspect,data/solweig/v12_n24_tiles/TP_0141/wall_aspect.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0141/wall_aspect.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0141/wall_aspect.tif
svf_zip,svf_zip,TP_0141_svf_base,data/solweig/v12_n24_tiles/TP_0141/svf_base/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0141/svf_base/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0141/svf_base/svfs.zip
svf_zip,svf_zip,TP_0141_svf_overhead,data/solweig/v12_n24_tiles/TP_0141/svf_overhead_as_canopy/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0141/svf_overhead_as_canopy/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0141/svf_overhead_as_canopy/svfs.zip
cell_geometry,cell_geometry,TP_0154_focus_cell,data/solweig/v12_n24_tiles/TP_0154/focus_cell.geojson,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0154/focus_cell.geojson,yes,no,no,yes,missing_but_expected_local,Existing N24 tile focus mask location if retained locally.,Regenerate or locate the focus-cell geometry/vector reference locally: data/solweig/v12_n24_tiles/TP_0154/focus_cell.geojson
raster_tile,raster_tile,TP_0154_dsm_buildings,data/solweig/v12_n24_tiles/TP_0154/dsm_buildings_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0154/dsm_buildings_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0154/dsm_buildings_tile.tif
raster_tile,raster_tile,TP_0154_dem,data/solweig/v12_n24_tiles/TP_0154/dsm_dem_flat_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0154/dsm_dem_flat_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0154/dsm_dem_flat_tile.tif
raster_tile,raster_tile,TP_0154_vegetation_base,data/solweig/v12_n24_tiles/TP_0154/dsm_vegetation_tile_base.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0154/dsm_vegetation_tile_base.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0154/dsm_vegetation_tile_base.tif
raster_tile,raster_tile,TP_0154_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0154/dsm_vegetation_tile_overhead_as_canopy.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0154/dsm_vegetation_tile_overhead_as_canopy.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0154/dsm_vegetation_tile_overhead_as_canopy.tif
raster_tile,raster_tile,TP_0154_wall_height,data/solweig/v12_n24_tiles/TP_0154/wall_height.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0154/wall_height.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0154/wall_height.tif
raster_tile,raster_tile,TP_0154_wall_aspect,data/solweig/v12_n24_tiles/TP_0154/wall_aspect.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0154/wall_aspect.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0154/wall_aspect.tif
svf_zip,svf_zip,TP_0154_svf_base,data/solweig/v12_n24_tiles/TP_0154/svf_base/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0154/svf_base/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0154/svf_base/svfs.zip
svf_zip,svf_zip,TP_0154_svf_overhead,data/solweig/v12_n24_tiles/TP_0154/svf_overhead_as_canopy/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0154/svf_overhead_as_canopy/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0154/svf_overhead_as_canopy/svfs.zip
cell_geometry,cell_geometry,TP_0254_focus_cell,data/solweig/v12_n24_tiles/TP_0254/focus_cell.geojson,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0254/focus_cell.geojson,yes,no,no,yes,missing_but_expected_local,Existing N24 tile focus mask location if retained locally.,Regenerate or locate the focus-cell geometry/vector reference locally: data/solweig/v12_n24_tiles/TP_0254/focus_cell.geojson
raster_tile,raster_tile,TP_0254_dsm_buildings,data/solweig/v12_n24_tiles/TP_0254/dsm_buildings_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0254/dsm_buildings_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0254/dsm_buildings_tile.tif
raster_tile,raster_tile,TP_0254_dem,data/solweig/v12_n24_tiles/TP_0254/dsm_dem_flat_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0254/dsm_dem_flat_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0254/dsm_dem_flat_tile.tif
raster_tile,raster_tile,TP_0254_vegetation_base,data/solweig/v12_n24_tiles/TP_0254/dsm_vegetation_tile_base.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0254/dsm_vegetation_tile_base.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0254/dsm_vegetation_tile_base.tif
raster_tile,raster_tile,TP_0254_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0254/dsm_vegetation_tile_overhead_as_canopy.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0254/dsm_vegetation_tile_overhead_as_canopy.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0254/dsm_vegetation_tile_overhead_as_canopy.tif
raster_tile,raster_tile,TP_0254_wall_height,data/solweig/v12_n24_tiles/TP_0254/wall_height.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0254/wall_height.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0254/wall_height.tif
raster_tile,raster_tile,TP_0254_wall_aspect,data/solweig/v12_n24_tiles/TP_0254/wall_aspect.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0254/wall_aspect.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0254/wall_aspect.tif
svf_zip,svf_zip,TP_0254_svf_base,data/solweig/v12_n24_tiles/TP_0254/svf_base/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0254/svf_base/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0254/svf_base/svfs.zip
svf_zip,svf_zip,TP_0254_svf_overhead,data/solweig/v12_n24_tiles/TP_0254/svf_overhead_as_canopy/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0254/svf_overhead_as_canopy/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0254/svf_overhead_as_canopy/svfs.zip
cell_geometry,cell_geometry,TP_0301_focus_cell,data/solweig/v12_n24_tiles/TP_0301/focus_cell.geojson,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0301/focus_cell.geojson,yes,no,no,yes,missing_but_expected_local,Existing N24 tile focus mask location if retained locally.,Regenerate or locate the focus-cell geometry/vector reference locally: data/solweig/v12_n24_tiles/TP_0301/focus_cell.geojson
raster_tile,raster_tile,TP_0301_dsm_buildings,data/solweig/v12_n24_tiles/TP_0301/dsm_buildings_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0301/dsm_buildings_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0301/dsm_buildings_tile.tif
raster_tile,raster_tile,TP_0301_dem,data/solweig/v12_n24_tiles/TP_0301/dsm_dem_flat_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0301/dsm_dem_flat_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0301/dsm_dem_flat_tile.tif
raster_tile,raster_tile,TP_0301_vegetation_base,data/solweig/v12_n24_tiles/TP_0301/dsm_vegetation_tile_base.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0301/dsm_vegetation_tile_base.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0301/dsm_vegetation_tile_base.tif
raster_tile,raster_tile,TP_0301_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0301/dsm_vegetation_tile_overhead_as_canopy.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0301/dsm_vegetation_tile_overhead_as_canopy.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0301/dsm_vegetation_tile_overhead_as_canopy.tif
raster_tile,raster_tile,TP_0301_wall_height,data/solweig/v12_n24_tiles/TP_0301/wall_height.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0301/wall_height.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0301/wall_height.tif
raster_tile,raster_tile,TP_0301_wall_aspect,data/solweig/v12_n24_tiles/TP_0301/wall_aspect.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0301/wall_aspect.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0301/wall_aspect.tif
svf_zip,svf_zip,TP_0301_svf_base,data/solweig/v12_n24_tiles/TP_0301/svf_base/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0301/svf_base/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0301/svf_base/svfs.zip
svf_zip,svf_zip,TP_0301_svf_overhead,data/solweig/v12_n24_tiles/TP_0301/svf_overhead_as_canopy/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0301/svf_overhead_as_canopy/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0301/svf_overhead_as_canopy/svfs.zip
cell_geometry,cell_geometry,TP_0326_focus_cell,data/solweig/v12_n24_tiles/TP_0326/focus_cell.geojson,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0326/focus_cell.geojson,yes,no,no,yes,missing_but_expected_local,Existing N24 tile focus mask location if retained locally.,Regenerate or locate the focus-cell geometry/vector reference locally: data/solweig/v12_n24_tiles/TP_0326/focus_cell.geojson
raster_tile,raster_tile,TP_0326_dsm_buildings,data/solweig/v12_n24_tiles/TP_0326/dsm_buildings_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0326/dsm_buildings_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0326/dsm_buildings_tile.tif
raster_tile,raster_tile,TP_0326_dem,data/solweig/v12_n24_tiles/TP_0326/dsm_dem_flat_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0326/dsm_dem_flat_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0326/dsm_dem_flat_tile.tif
raster_tile,raster_tile,TP_0326_vegetation_base,data/solweig/v12_n24_tiles/TP_0326/dsm_vegetation_tile_base.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0326/dsm_vegetation_tile_base.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0326/dsm_vegetation_tile_base.tif
raster_tile,raster_tile,TP_0326_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0326/dsm_vegetation_tile_overhead_as_canopy.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0326/dsm_vegetation_tile_overhead_as_canopy.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0326/dsm_vegetation_tile_overhead_as_canopy.tif
raster_tile,raster_tile,TP_0326_wall_height,data/solweig/v12_n24_tiles/TP_0326/wall_height.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0326/wall_height.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0326/wall_height.tif
raster_tile,raster_tile,TP_0326_wall_aspect,data/solweig/v12_n24_tiles/TP_0326/wall_aspect.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0326/wall_aspect.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0326/wall_aspect.tif
svf_zip,svf_zip,TP_0326_svf_base,data/solweig/v12_n24_tiles/TP_0326/svf_base/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0326/svf_base/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0326/svf_base/svfs.zip
svf_zip,svf_zip,TP_0326_svf_overhead,data/solweig/v12_n24_tiles/TP_0326/svf_overhead_as_canopy/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0326/svf_overhead_as_canopy/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0326/svf_overhead_as_canopy/svfs.zip
cell_geometry,cell_geometry,TP_0366_focus_cell,data/solweig/v12_n24_tiles/TP_0366/focus_cell.geojson,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0366/focus_cell.geojson,yes,no,no,yes,missing_but_expected_local,Existing N24 tile focus mask location if retained locally.,Regenerate or locate the focus-cell geometry/vector reference locally: data/solweig/v12_n24_tiles/TP_0366/focus_cell.geojson
raster_tile,raster_tile,TP_0366_dsm_buildings,data/solweig/v12_n24_tiles/TP_0366/dsm_buildings_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0366/dsm_buildings_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0366/dsm_buildings_tile.tif
raster_tile,raster_tile,TP_0366_dem,data/solweig/v12_n24_tiles/TP_0366/dsm_dem_flat_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0366/dsm_dem_flat_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0366/dsm_dem_flat_tile.tif
raster_tile,raster_tile,TP_0366_vegetation_base,data/solweig/v12_n24_tiles/TP_0366/dsm_vegetation_tile_base.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0366/dsm_vegetation_tile_base.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0366/dsm_vegetation_tile_base.tif
raster_tile,raster_tile,TP_0366_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0366/dsm_vegetation_tile_overhead_as_canopy.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0366/dsm_vegetation_tile_overhead_as_canopy.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0366/dsm_vegetation_tile_overhead_as_canopy.tif
raster_tile,raster_tile,TP_0366_wall_height,data/solweig/v12_n24_tiles/TP_0366/wall_height.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0366/wall_height.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0366/wall_height.tif
raster_tile,raster_tile,TP_0366_wall_aspect,data/solweig/v12_n24_tiles/TP_0366/wall_aspect.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0366/wall_aspect.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0366/wall_aspect.tif
svf_zip,svf_zip,TP_0366_svf_base,data/solweig/v12_n24_tiles/TP_0366/svf_base/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0366/svf_base/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0366/svf_base/svfs.zip
svf_zip,svf_zip,TP_0366_svf_overhead,data/solweig/v12_n24_tiles/TP_0366/svf_overhead_as_canopy/svfs.zip,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0366/svf_overhead_as_canopy/svfs.zip,yes,no,no,yes,missing_but_expected_local,SVF zip path documented only; do not copy svfs.zip.,Regenerate or locate the scenario-specific SVF zip locally; do not copy or commit svfs.zip: data/solweig/v12_n24_tiles/TP_0366/svf_overhead_as_canopy/svfs.zip
cell_geometry,cell_geometry,TP_0409_focus_cell,data/solweig/v12_n24_tiles/TP_0409/focus_cell.geojson,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0409/focus_cell.geojson,yes,no,no,yes,missing_but_expected_local,Existing N24 tile focus mask location if retained locally.,Regenerate or locate the focus-cell geometry/vector reference locally: data/solweig/v12_n24_tiles/TP_0409/focus_cell.geojson
raster_tile,raster_tile,TP_0409_dsm_buildings,data/solweig/v12_n24_tiles/TP_0409/dsm_buildings_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0409/dsm_buildings_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0409/dsm_buildings_tile.tif
raster_tile,raster_tile,TP_0409_dem,data/solweig/v12_n24_tiles/TP_0409/dsm_dem_flat_tile.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/data/solweig/v12_n24_tiles/TP_0409/dsm_dem_flat_tile.tif,yes,no,no,yes,missing_but_expected_local,Raster path documented only; missing/untracked is non-fatal for this package.,Regenerate or locate the required raster input locally; do not copy or commit raster files: data/solweig/v12_n24_tiles/TP_0409/dsm_dem_flat_tile.tif
