source_table,source_path,column_name,dataset_column,dtype,non_null_count,missing_fraction,unique_count,classification,predictor_allowed,feature_group_hint,rejection_reason,leakage_guard,claim_boundary
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,elderly_pct_65plus,cu__elderly_pct_65plus,float64,986,0.0,271,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,children_pct_under5,cu__children_pct_under5,float64,986,0.0,268,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,subzone_area_weighted,cu__subzone_area_weighted,object,986,0.0,260,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,dominant_subzone,cu__dominant_subzone,object,986,0.0,20,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,dominant_planning_area,cu__dominant_planning_area,object,986,0.0,6,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,demographic_vulnerability_raw,cu__demographic_vulnerability_raw,float64,986,0.0,271,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,demographic_vulnerability_score,cu__demographic_vulnerability_score,float64,986,0.0,257,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,bus_stop_score_raw,cu__bus_stop_score_raw,float64,986,0.0,983,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,bus_stop_count,cu__bus_stop_count,int64,986,0.0,24,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,mrt_exit_score_raw,cu__mrt_exit_score_raw,float64,986,0.0,728,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,mrt_exit_count,cu__mrt_exit_count,int64,986,0.0,12,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,sport_facility_score_raw,cu__sport_facility_score_raw,float64,986,0.0,373,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,sport_facility_count,cu__sport_facility_count,int64,986,0.0,4,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,hawker_centre_score_raw,cu__hawker_centre_score_raw,float64,986,0.0,522,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,hawker_centre_count,cu__hawker_centre_count,int64,986,0.0,7,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,eldercare_score_raw,cu__eldercare_score_raw,float64,986,0.0,694,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,eldercare_count,cu__eldercare_count,int64,986,0.0,9,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,preschool_score_raw,cu__preschool_score_raw,float64,986,0.0,958,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,preschool_count,cu__preschool_count,int64,986,0.0,20,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,outdoor_exposure_raw,cu__outdoor_exposure_raw,float64,986,0.0,986,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,node_vulnerability_raw,cu__node_vulnerability_raw,float64,986,0.0,977,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,outdoor_exposure_score_v071,cu__outdoor_exposure_score_v071,float64,986,0.0,888,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,node_vulnerability_score,cu__node_vulnerability_score,float64,986,0.0,888,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,vulnerability_score_v071,cu__vulnerability_score_v071,float64,986,0.0,921,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,risk_exposure_note_v071,cu__risk_exposure_note_v071,object,986,0.0,1,future-required,False,future_risk_overlay,"Exposure/vulnerability context is future risk-overlay material, not a System B surrogate predictor.",EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,n_total_pixels,cu__n_total_pixels,int64,986,0.0,1,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,umep_shadow_time_window,cu__umep_shadow_time_window,object,986,0.0,1,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,veg_canopy_source,cu__veg_canopy_source,object,986,0.0,1,metadata,False,source_or_status_metadata,Source/path/status/note metadata is excluded from predictors.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,svf_source_v08,cu__svf_source_v08,object,986,0.0,1,metadata,False,source_or_status_metadata,Source/path/status/note metadata is excluded from predictors.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,shade_source_v08,cu__shade_source_v08,object,986,0.0,1,metadata,False,source_or_status_metadata,Source/path/status/note metadata is excluded from predictors.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,umep_morphology_notes,cu__umep_morphology_notes,object,986,0.0,1,metadata,False,source_or_status_metadata,Source/path/status/note metadata is excluded from predictors.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,n_total_pixels_v10,cu__n_total_pixels_v10,int64,986,0.0,6,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,umep_morphology_version,cu__umep_morphology_version,object,986,0.0,1,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,umep_includes_vegetation,cu__umep_includes_vegetation,bool,986,0.0,1,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,veg_transmissivity_pct,cu__veg_transmissivity_pct,int64,986,0.0,1,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,veg_trunk_zone_pct,cu__veg_trunk_zone_pct,int64,986,0.0,1,metadata,False,source_or_status_metadata,Source/path/status/note metadata is excluded from predictors.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,umep_shadow_date,cu__umep_shadow_date,int64,986,0.0,1,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,shade_interpretation,cu__shade_interpretation,object,986,0.0,1,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,svf_source_v10,cu__svf_source_v10,object,986,0.0,1,metadata,False,source_or_status_metadata,Source/path/status/note metadata is excluded from predictors.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,shade_source_v10,cu__shade_source_v10,object,986,0.0,1,metadata,False,source_or_status_metadata,Source/path/status/note metadata is excluded from predictors.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,building_source_v10,cu__building_source_v10,object,986,0.0,1,metadata,False,source_or_status_metadata,Source/path/status/note metadata is excluded from predictors.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,overhead_shade_scope_method,cu__overhead_shade_scope_method,object,986,0.0,1,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,shade_fraction_source_v10_delta,cu__shade_fraction_source_v10_delta,object,986,0.0,1,metadata,False,source_or_status_metadata,Source/path/status/note metadata is excluded from predictors.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,overhead_sensitivity_note,cu__overhead_sensitivity_note,object,986,0.0,1,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,old_valid_pixel_count,cu__old_valid_pixel_count,int64,986,0.0,1,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,v10_valid_pixel_count,cu__v10_valid_pixel_count,int64,986,0.0,1,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,typology_label_n24,cu__typology_label_n24,object,24,0.975659229208925,18,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,source_feature_completeness,cu__source_feature_completeness,float64,986,0.0,1,metadata,False,source_or_status_metadata,Source/path/status/note metadata is excluded from predictors.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,exclusion_reason,cu__exclusion_reason,object,5,0.9949290060851927,1,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
n150_candidate_universe,outputs/v12_systemb_n150_sample_design/n150_candidate_universe.csv,eligible,cu__eligible,bool,986,0.0,2,rejected,False,not_in_safe_contract,Not in the safe compact feature contract for B8.6c.,EXCLUDED,"Feature audit only; no observed truth, causal feature importance, WBGT, risk, B9, or AOI-wide prediction."
