cell_id,selected_priority_rank,rationale,priority_score,coverage_gap,similar_reference_cells,expected_role,spatial_bin,typology,nearest_anchor_cell,nearest_neutral_cell,nearest_n150_distance,nearest_n150_distance_percentile,sampling_boundary,claim_boundary
TP_0697,51,weak_spatial_bin; weak_typology_spatial_bin; high_overhead_or_shade_svf_contrast; problem_typology,106.56820064910795,weak_spatial_bin|weak_typology_spatial_bin|high_overhead_or_shade_svf_contrast|problem_typology,TP_0066|TP_0670|TP_0669,typology_gap_fill,west_north,transport,TP_0857,TP_0326,8.893143043110685,0.5980746089049338,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0117,52,weak_spatial_bin; weak_typology_spatial_bin; high_overhead_or_shade_svf_contrast; problem_typology,105.69075423510279,weak_spatial_bin|weak_typology_spatial_bin|high_overhead_or_shade_svf_contrast|problem_typology,TP_0772|TP_0263|TP_0901,typology_gap_fill,west_south,transport,TP_0141,TP_0326,8.156634719030125,0.54632972322503,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0931,53,weak_spatial_bin; weak_typology_spatial_bin; high_overhead_or_shade_svf_contrast; problem_typology,105.31881925529667,weak_spatial_bin|weak_typology_spatial_bin|high_overhead_or_shade_svf_contrast|problem_typology,TP_0028|TP_0207|TP_0041,typology_gap_fill,west_north,residential,TP_0857,TP_0565,8.093990149490256,0.5415162454873647,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0650,54,weak_spatial_bin; weak_typology_spatial_bin; sparse_feature_space; high_overhead_or_shade_svf_contrast,105.0,weak_spatial_bin|weak_typology_spatial_bin|sparse_feature_space|high_overhead_or_shade_svf_contrast,TP_0226|TP_0438|TP_0293,typology_gap_fill,west_north,civic_institutional,TP_0141,TP_0565,35.56950498139602,0.9783393501805054,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0564,55,weak_spatial_bin; weak_typology_spatial_bin; sparse_feature_space; high_overhead_or_shade_svf_contrast,105.0,weak_spatial_bin|weak_typology_spatial_bin|sparse_feature_space|high_overhead_or_shade_svf_contrast,TP_0565|TP_0711|TP_0986,typology_gap_fill,west_north,commercial,TP_0141,TP_0960,35.41574754502311,0.9771359807460891,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0793,56,weak_spatial_bin; weak_typology_spatial_bin; sparse_feature_space; high_overhead_or_shade_svf_contrast,105.0,weak_spatial_bin|weak_typology_spatial_bin|sparse_feature_space|high_overhead_or_shade_svf_contrast,TP_0670|TP_0098|TP_0669,typology_gap_fill,west_north,commercial,TP_0857,TP_0676,24.32415981095097,0.9422382671480144,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0601,57,weak_spatial_bin; weak_typology_spatial_bin; sparse_feature_space; high_overhead_or_shade_svf_contrast,105.0,weak_spatial_bin|weak_typology_spatial_bin|sparse_feature_space|high_overhead_or_shade_svf_contrast,TP_0207|TP_0711|TP_0041,typology_gap_fill,east_north,civic_institutional,TP_0141,TP_0565,24.243203630210466,0.941034897713598,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0704,58,weak_spatial_bin; weak_typology_spatial_bin; sparse_feature_space; high_overhead_or_shade_svf_contrast,105.0,weak_spatial_bin|weak_typology_spatial_bin|sparse_feature_space|high_overhead_or_shade_svf_contrast,TP_0555|TP_0207|TP_0711,typology_gap_fill,west_north,civic_institutional,TP_0542,TP_0115,22.954486052407592,0.9350180505415162,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0344,59,weak_spatial_bin; weak_typology_spatial_bin; sparse_feature_space; high_overhead_or_shade_svf_contrast,105.0,weak_spatial_bin|weak_typology_spatial_bin|sparse_feature_space|high_overhead_or_shade_svf_contrast,TP_0207|TP_0041|TP_0565,typology_gap_fill,east_south,commercial,TP_0857,TP_0565,21.993623670241924,0.9326113116726835,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0373,60,weak_spatial_bin; weak_typology_spatial_bin; sparse_feature_space; high_overhead_or_shade_svf_contrast,105.0,weak_spatial_bin|weak_typology_spatial_bin|sparse_feature_space|high_overhead_or_shade_svf_contrast,TP_0207|TP_0565|TP_0711,typology_gap_fill,east_south,commercial,TP_0857,TP_0565,20.54364014449648,0.9217809867629362,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0842,61,weak_spatial_bin; weak_typology_spatial_bin; high_overhead_or_shade_svf_contrast; problem_typology,104.90100005818486,weak_spatial_bin|weak_typology_spatial_bin|high_overhead_or_shade_svf_contrast|problem_typology,TP_0023|TP_0908|TP_0018,typology_gap_fill,west_north,transport,TP_0141,TP_0676,18.201706045373314,0.8916967509025271,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0432,62,weak_spatial_bin; weak_typology_spatial_bin; high_overhead_or_shade_svf_contrast; problem_typology,104.27804606870923,weak_spatial_bin|weak_typology_spatial_bin|high_overhead_or_shade_svf_contrast|problem_typology,TP_0890|TP_0947|TP_0160,typology_gap_fill,east_south,water,TP_0433,TP_0492,9.940404172022678,0.6594464500601684,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0566,63,weak_spatial_bin; weak_typology_spatial_bin; high_overhead_or_shade_svf_contrast; problem_typology,104.17400727151981,weak_spatial_bin|weak_typology_spatial_bin|high_overhead_or_shade_svf_contrast|problem_typology,TP_0170|TP_0718|TP_0365,typology_gap_fill,west_north,transport,TP_0857,TP_0676,7.074120630739406,0.4741275571600481,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0295,64,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,103.5896166127413,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0628|TP_0740|TP_0710,typology_gap_fill,west_south,residential,TP_0857,TP_0326,6.58672770229385,0.42719614921780985,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0798,65,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,103.50198882771025,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0081|TP_0647|TP_0963,typology_gap_fill,west_north,residential,TP_0857,TP_0326,10.277379657644971,0.677496991576414,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0478,66,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,103.30158170083024,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0346|TP_0740|TP_0412,typology_gap_fill,west_north,residential,TP_0857,TP_0326,4.937065048396225,0.23826714801444043,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0271,67,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,103.28992472099853,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0301|TP_0628|TP_0740,typology_gap_fill,west_south,residential,TP_0141,TP_0326,6.847136713721754,0.4500601684717208,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0499,68,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,103.24619097920367,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0740|TP_0412|TP_0346,typology_gap_fill,west_north,residential,TP_0857,TP_0326,4.552840872000823,0.19855595667870035,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0258,69,weak_spatial_bin; weak_typology_spatial_bin; high_overhead_or_shade_svf_contrast; problem_typology,103.13384466419804,weak_spatial_bin|weak_typology_spatial_bin|high_overhead_or_shade_svf_contrast|problem_typology,TP_0718|TP_0170|TP_0365,typology_gap_fill,east_south,transport,TP_0141,TP_0676,5.814288892087211,0.33574007220216606,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0414,70,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,103.03088261433149,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0628|TP_0710|TP_0740,typology_gap_fill,west_south,residential,TP_0141,TP_0326,5.681884892275874,0.32731648616125153,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0332,71,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,103.01519443591405,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0301|TP_0628|TP_0346,typology_gap_fill,west_south,residential,TP_0857,TP_0326,7.227335874383476,0.48736462093862815,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0529,72,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,102.95049861794065,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0740|TP_0412|TP_0346,typology_gap_fill,west_north,residential,TP_0857,TP_0326,5.069697746991256,0.25511432009626955,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0383,73,weak_spatial_bin; weak_typology_spatial_bin; anchor_like_neighbour; problem_typology,102.90357580652132,weak_spatial_bin|weak_typology_spatial_bin|anchor_like_neighbour|problem_typology,TP_0599|TP_0412|TP_0166,anchor_like_replication,west_south,residential,TP_0857,TP_0326,6.763316853275509,0.44404332129963897,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0353,74,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,102.82241984063593,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0326|TP_0744|TP_0647,typology_gap_fill,west_south,residential,TP_0141,TP_0326,7.5796531517198815,0.5006016847172082,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0187,75,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,102.79944157270593,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0628|TP_0599|TP_0276,typology_gap_fill,west_south,residential,TP_0857,TP_0326,5.998038195834205,0.35379061371841153,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0706,76,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,102.74460722753416,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0005|TP_0744|TP_0669,typology_gap_fill,west_north,residential,TP_0857,TP_0326,6.918189497683651,0.457280385078219,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0443,77,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,102.69106773490826,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0301|TP_0346|TP_0628,typology_gap_fill,west_south,residential,TP_0857,TP_0301,6.1585488534900525,0.3766546329723225,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0210,78,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,102.60610677692782,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0081|TP_0326|TP_0744,typology_gap_fill,west_south,residential,TP_0857,TP_0301,4.497705918363618,0.19133574007220217,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0296,79,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,102.58240837198873,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0628|TP_0710|TP_0740,typology_gap_fill,west_south,residential,TP_0141,TP_0326,7.2187265524583735,0.48375451263537905,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0767,80,weak_spatial_bin; weak_typology_spatial_bin; sparse_feature_space; problem_typology,102.43086049207427,weak_spatial_bin|weak_typology_spatial_bin|sparse_feature_space|problem_typology,TP_0707|TP_0050|TP_0657,typology_gap_fill,west_north,residential,TP_0857,TP_0565,19.324694330260964,0.910950661853189,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0142,81,weak_spatial_bin; weak_typology_spatial_bin; high_overhead_or_shade_svf_contrast; problem_typology,102.42627722261541,weak_spatial_bin|weak_typology_spatial_bin|high_overhead_or_shade_svf_contrast|problem_typology,TP_0718|TP_0772|TP_0237,typology_gap_fill,east_south,transport,TP_0857,TP_0326,7.548694371562877,0.4993983152827918,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0477,82,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,102.41228327226376,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0346|TP_0412|TP_0740,typology_gap_fill,west_north,residential,TP_0857,TP_0326,4.72024908944012,0.22021660649819494,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0272,83,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,102.39827026464214,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0301|TP_0628|TP_0361,typology_gap_fill,west_south,residential,TP_0141,TP_0326,7.027004244795426,0.46690734055354993,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0333,84,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,102.39688833174444,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0628|TP_0412|TP_0740,typology_gap_fill,west_south,residential,TP_0141,TP_0326,5.7011341981752395,0.3297232250300842,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0355,85,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,102.39432124540158,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0301|TP_0628|TP_0361,typology_gap_fill,west_south,residential,TP_0141,TP_0326,7.1488282440064275,0.4777376654632972,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0151,86,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,102.38012324060453,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0454|TP_0936|TP_0871,typology_gap_fill,west_south,residential,TP_0141,TP_0326,9.771873450377988,0.6486161251504212,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0105,87,weak_spatial_bin; weak_typology_spatial_bin; high_overhead_or_shade_svf_contrast; problem_typology,102.30923524035987,weak_spatial_bin|weak_typology_spatial_bin|high_overhead_or_shade_svf_contrast|problem_typology,TP_0647|TP_0670|TP_0560,typology_gap_fill,east_south,transport,TP_0542,TP_0676,13.720468039440291,0.8062575210589651,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0415,88,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,102.2392167749043,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0346|TP_0412|TP_0740,typology_gap_fill,west_south,residential,TP_0857,TP_0326,3.9372432166767006,0.13598074608904934,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0505,89,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,102.23529424437574,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0740|TP_0346|TP_0412,typology_gap_fill,west_north,residential,TP_0857,TP_0326,6.23237118646162,0.3850782190132371,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0354,90,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,102.23254377008598,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0301|TP_0628|TP_0361,typology_gap_fill,west_south,residential,TP_0857,TP_0326,6.726471965419366,0.4404332129963899,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0363,91,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,102.22824963362352,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0740|TP_0346|TP_0628,typology_gap_fill,west_south,residential,TP_0857,TP_0326,5.236820376755722,0.27918170878459686,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0623,92,weak_spatial_bin; weak_typology_spatial_bin; sparse_feature_space; problem_typology,102.1599283042762,weak_spatial_bin|weak_typology_spatial_bin|sparse_feature_space|problem_typology,TP_0707|TP_0378|TP_0050,typology_gap_fill,west_north,residential,TP_0857,TP_0565,30.115828540943898,0.9626955475330926,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0229,93,weak_spatial_bin; weak_typology_spatial_bin; high_overhead_or_shade_svf_contrast; problem_typology,102.12244821252561,weak_spatial_bin|weak_typology_spatial_bin|high_overhead_or_shade_svf_contrast|problem_typology,TP_0718|TP_0170|TP_0365,typology_gap_fill,east_south,transport,TP_0141,TP_0676,6.999899913426141,0.4657039711191336,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0594,94,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,102.00928653514606,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0744|TP_0005|TP_0326,typology_gap_fill,west_north,residential,TP_0857,TP_0326,7.1541176814469525,0.4789410348977136,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0648,95,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.98464238836185,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0967|TP_0050|TP_0657,typology_gap_fill,west_north,residential,TP_0857,TP_0326,6.376584638940082,0.40673886883273164,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0148,96,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.96785874573375,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0346|TP_0740|TP_0412,typology_gap_fill,west_south,residential,TP_0857,TP_0326,6.07942797792938,0.3658243080625752,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0329,97,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.92294328061435,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0346|TP_0361|TP_0412,typology_gap_fill,west_south,residential,TP_0857,TP_0301,4.705714902678601,0.21419975932611313,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0072,98,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.91603259696456,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0141|TP_0098|TP_0744,typology_gap_fill,west_south,residential,TP_0141,TP_0326,8.942052704113884,0.6028880866425993,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0209,99,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.88954965796363,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0498|TP_0599|TP_0740,typology_gap_fill,west_south,residential,TP_0857,TP_0326,5.83659142562263,0.33935018050541516,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0327,100,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.69059365486966,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0710|TP_0599|TP_0498,typology_gap_fill,west_south,residential,TP_0857,TP_0326,4.290191642687644,0.16726835138387486,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0413,101,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.67604224002206,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0346|TP_0412|TP_0740,typology_gap_fill,west_south,residential,TP_0857,TP_0301,3.3075775859001157,0.07340553549939831,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0444,102,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.64878859321072,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0346|TP_0412|TP_0740,typology_gap_fill,west_south,residential,TP_0857,TP_0326,3.80591121800966,0.12515042117930206,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0300,103,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.59662490708324,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0301|TP_0346|TP_0361,typology_gap_fill,west_south,residential,TP_0857,TP_0301,3.3024711471937755,0.07220216606498195,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0768,104,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.58726845720993,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0744|TP_0326|TP_0005,typology_gap_fill,west_north,residential,TP_0857,TP_0326,6.031521281821326,0.3561973525872443,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0563,105,weak_spatial_bin; weak_typology_spatial_bin; high_overhead_or_shade_svf_contrast,101.54300518085012,weak_spatial_bin|weak_typology_spatial_bin|high_overhead_or_shade_svf_contrast,TP_0365|TP_0475|TP_0718,typology_gap_fill,west_north,commercial,TP_0857,TP_0676,6.3200108278826805,0.39590854392298436,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0382,106,weak_spatial_bin; weak_typology_spatial_bin; problem_typology,101.51898476918055,weak_spatial_bin|weak_typology_spatial_bin|problem_typology,TP_0454|TP_0936|TP_0871,typology_gap_fill,west_south,residential,TP_0141,TP_0326,9.087925437319367,0.6101083032490975,candidate_design_only_not_N300_run_ready,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
