cell_id,hour_sgt,scenario,fd01_forcing_day_id,fd02_forcing_day_id,contrast_direction,mean_difference_c,p50_difference_c,p90_difference_c,p95_difference_c,max_difference_c,notes
TP_0037,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-10.784873,-6.812608,-17.254004,-17.588094,-16.713930,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0409,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-7.944159,-5.694737,-15.616246,-16.086830,-16.477391,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0409,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-7.816417,-5.686640,-15.287352,-15.690912,-16.477391,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0409,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-4.299001,-2.361507,-11.365211,-11.043479,-8.819092,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0409,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-4.242408,-2.346223,-11.194917,-11.461077,-8.819092,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0409,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-1.411662,-0.684126,-4.512255,-4.280556,-3.008876,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0409,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-1.390561,-0.687855,-4.523636,-4.535252,-3.008876,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0409,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-6.420875,-3.573244,-16.290543,-16.470054,-16.427967,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0409,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-6.319504,-3.550904,-15.936447,-16.464647,-16.427967,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0409,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.083812,-1.614931,-3.836102,-3.999614,-4.181438,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0409,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.057283,-1.601982,-3.744841,-3.979572,-4.181438,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0433,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-8.418965,-5.728193,-16.767422,-17.354945,-16.625223,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0433,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-8.293279,-5.723675,-16.048812,-17.266871,-16.625223,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0433,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-4.815542,-2.609692,-9.787804,-9.420275,-8.828922,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0433,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-4.782360,-2.607151,-10.267028,-9.519614,-8.828922,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0433,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-1.612952,-0.793902,-3.590931,-3.358486,-3.015648,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0433,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-1.596336,-0.789583,-3.847421,-3.406534,-3.015648,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0433,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-7.547033,-3.944315,-16.465060,-16.488072,-16.428635,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0433,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-7.385098,-3.938457,-16.304949,-16.505155,-16.428635,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0433,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.312506,-1.657265,-4.097134,-4.138443,-4.180557,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0433,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.275261,-1.657186,-4.015039,-4.135300,-4.180557,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0492,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-6.384736,-5.527710,-6.472616,-14.446696,-16.392332,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0492,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-6.384736,-5.527710,-6.472616,-14.446696,-16.392332,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0492,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.756206,-2.040737,-3.592525,-10.709384,-8.940316,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0492,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.756206,-2.040737,-3.592525,-10.709384,-8.940316,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0492,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.713326,-0.511097,-1.104707,-4.209234,-3.080158,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0492,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.713326,-0.511097,-1.104707,-4.209234,-3.080158,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0492,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-4.402523,-3.323765,-5.322921,-14.870918,-16.426120,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0492,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-4.402523,-3.323765,-5.322921,-14.870918,-16.426120,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0492,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-1.762424,-1.568499,-1.871486,-3.615316,-4.169728,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0492,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-1.762424,-1.568499,-1.871486,-3.615316,-4.169728,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0542,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-11.735551,-14.168620,-17.701423,-17.750539,-17.551199,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0542,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-10.908242,-7.074308,-17.485908,-17.722091,-17.551199,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0542,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-6.654957,-10.971294,-9.104786,-9.002247,-8.861953,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0542,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-6.311342,-10.811052,-9.332735,-9.006863,-8.861953,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0542,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.422229,-4.421314,-3.160598,-3.106377,-3.008743,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0542,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.319905,-4.515986,-3.301569,-3.128016,-3.008743,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0542,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-10.830043,-15.207420,-16.452248,-16.448738,-16.429443,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0542,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-10.022392,-7.372177,-16.445539,-16.426338,-16.429443,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0542,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.952342,-3.583328,-4.163547,-4.171061,-4.181809,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0542,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.781149,-2.200978,-4.137952,-4.164676,-4.181809,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0565,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-12.835689,-15.507645,-17.764965,-17.790310,-17.752401,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0565,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-12.349376,-14.976746,-17.756686,-17.793132,-17.752401,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0565,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-7.645695,-10.741024,-8.945843,-8.858284,-8.905960,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0565,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-7.415016,-10.870399,-8.950218,-8.853573,-8.860145,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0565,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.794639,-4.211432,-3.081817,-3.032138,-3.008717,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0565,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.716233,-4.310821,-3.079063,-3.031559,-3.008717,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0565,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-12.137099,-15.962672,-16.446983,-16.435650,-16.428971,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0565,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-11.665573,-15.662963,-16.453693,-16.432709,-16.428971,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0565,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.177955,-3.851562,-4.176209,-4.180230,-4.181694,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0565,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.079008,-3.710600,-4.176242,-4.178593,-4.181694,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0575,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-12.903193,-16.162310,-17.604223,-17.707319,-17.308546,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0575,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-10.783754,-6.686499,-17.425693,-17.707319,-17.308546,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0575,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-7.281633,-10.149281,-9.189415,-8.990921,-8.885849,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0575,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-6.253982,-3.737934,-9.559293,-8.990921,-8.885849,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0575,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.582797,-3.803917,-3.218288,-3.101513,-3.008709,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0575,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.277649,-4.282307,-3.404254,-3.101513,-3.008709,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0575,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-11.917027,-15.955073,-16.424648,-16.424484,-16.429791,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0575,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-9.842534,-6.880036,-16.514802,-16.424484,-16.429791,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0575,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.162225,-3.912022,-4.148202,-4.166011,-4.181892,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0575,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.732057,-2.181358,-4.136257,-4.166011,-4.181892,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0627,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-12.318411,-14.839772,-17.683933,-17.728535,-16.470257,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0627,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-12.248426,-14.760673,-17.660280,-17.732790,-16.470257,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0627,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-8.477041,-11.617525,-9.069677,-8.944778,-8.817890,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0627,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-8.453081,-11.614017,-9.101053,-8.968971,-8.817890,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0627,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.309249,-4.699116,-3.145115,-3.090218,-3.008651,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0627,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.299284,-4.694407,-3.158901,-3.105889,-3.008651,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0627,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-12.757615,-15.935196,-16.490183,-16.467281,-16.429341,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0627,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-12.697563,-15.902912,-16.485097,-16.471752,-16.429341,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0627,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.229977,-3.752998,-4.174664,-4.179961,-4.181790,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0627,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.215394,-3.740153,-4.173039,-4.176875,-4.181790,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0676,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-11.004816,-6.599345,-17.714130,-17.759236,-16.733520,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0676,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-10.875897,-6.517262,-17.702862,-17.748869,-16.733520,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0676,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-6.587009,-10.626833,-9.006905,-8.934505,-8.829773,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0676,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-6.497725,-10.585482,-9.016853,-8.959846,-8.829773,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0676,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.411355,-4.469234,-3.133129,-3.077480,-3.008595,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0676,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.373486,-4.481844,-3.105701,-3.098175,-3.008595,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0676,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-10.440747,-14.492387,-16.467968,-16.463223,-16.428646,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0676,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-10.298589,-14.094982,-16.461929,-16.480125,-16.428646,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0676,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.845955,-2.366118,-4.171696,-4.179891,-4.181622,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0676,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.814562,-2.258539,-4.176014,-4.184200,-4.181622,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0773,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-12.840203,-15.989953,-17.694576,-17.739851,-17.804544,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0773,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-10.823169,-6.708916,-17.563496,-17.694032,-17.662393,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0773,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-7.391916,-10.350548,-9.115402,-9.029209,-9.221977,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0773,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-6.392475,-10.740620,-9.350072,-9.108194,-9.175918,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0773,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.699787,-4.021394,-3.169896,-3.111656,-3.008499,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0773,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.360776,-4.260330,-3.310891,-3.170891,-3.008499,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0773,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-12.173246,-16.286375,-16.456143,-16.468338,-16.429527,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0773,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-10.176697,-13.174932,-16.501400,-16.453096,-16.429527,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0773,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.204121,-3.968975,-4.165721,-4.175315,-4.181843,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0773,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.793606,-2.309449,-4.150687,-4.160539,-4.181843,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0835,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-8.310360,-5.551056,-17.644793,-17.706249,-17.615183,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0835,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-8.154899,-5.541560,-17.545029,-17.708721,-17.594298,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0835,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-4.046916,-2.112144,-9.078171,-8.983292,-8.828816,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0835,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-4.026243,-2.112144,-9.198997,-8.997235,-8.840420,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0835,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-1.252819,-0.575966,-3.155850,-3.104629,-3.015216,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0835,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-1.254038,-0.575966,-3.211746,-3.112835,-3.022015,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0835,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-6.558166,-3.341366,-16.412018,-16.420449,-16.428596,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0835,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-6.467732,-3.347465,-16.418328,-16.418510,-16.427654,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0835,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.176323,-1.567764,-4.154274,-4.164860,-4.180573,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0835,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.152759,-1.568634,-4.146976,-4.162728,-4.179276,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0857,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-8.692453,-5.747027,-16.927323,-17.595365,-16.185993,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0857,10,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-7.561505,-5.636380,-15.451352,-15.781702,-16.185993,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0857,12,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-4.505789,-2.650401,-9.744614,-9.233432,-9.010261,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0857,12,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-3.848239,-2.301225,-10.593183,-10.690158,-8.981037,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0857,13,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-1.480560,-0.800270,-3.594712,-3.246936,-3.102528,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0857,13,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-1.231239,-0.660524,-3.928452,-3.883287,-3.083919,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0857,15,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-7.050839,-3.914236,-16.421193,-16.440090,-16.424637,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0857,15,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-5.898354,-3.584511,-15.487360,-15.938865,-16.424637,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0857,16,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.247177,-1.657330,-4.091994,-4.148377,-4.171257,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0857,16,overhead_as_canopy,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-2.021793,-1.602879,-3.823001,-3.921680,-4.171257,FD02 - FD01 Tmrt contrast; not WBGT.
TP_0960,10,base,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-13.793065,-16.193881,-17.758820,-17.777177,-16.951155,FD02 - FD01 Tmrt contrast; not WBGT.
