input_group,input_key,configured_value,resolved_path,path_kind,exists,is_file,is_dir,size_bytes,metadata_error,read_status,row_count,column_count,columns,read_error,guardrail_status,notes,claim_boundary
inputs,b87b_new_candidate_sample_index,outputs/v12_surrogate/b8_7b_n300_execution_precheck/b87b_new_candidate_sample_index.csv,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_7b_n300_execution_precheck/b87b_new_candidate_sample_index.csv,absolute,yes,yes,no,80045,,READABLE_CSV,150,10,cell_id|sample_group|source_lane|primary_role|spatial_bin|typology|source_closeout_status|caveat_flags|execution_precheck_status|claim_boundary,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,b87b_run_plan_preview,outputs/v12_surrogate/b8_7b_n300_execution_precheck/b87b_run_plan_preview.csv,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_7b_n300_execution_precheck/b87b_run_plan_preview.csv,absolute,yes,yes,no,2568215,,READABLE_CSV,3000,15,run_id|cell_id|forcing_day_id|date|hour_sgt|scenario|expected_output_dir|expected_tmrt_path|asset_status|run_status|notes|precheck_only_not_execution_manifest|not_run_ready|no_qgis_solweig_execution|claim_boundary,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,b86g3_n300_design_v4_source_reviewed,outputs/v12_surrogate/b8_6g3_true_vector_source_review/b86g3_n300_design_v4_source_reviewed.csv,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_6g3_true_vector_source_review/b86g3_n300_design_v4_source_reviewed.csv,absolute,yes,yes,no,162771,,READABLE_CSV,150,32,cell_id|selected_priority_rank|primary_role|secondary_roles|rationale|spatial_bin|typology|nearest_anchor_cell|nearest_neutral_cell|nearest_n150_distance|nearest_n150_distance_percentile|coverage_gap|expected_learning_value|sampling_boundary|claim_boundary|manual_qa_flags|candidate_audit_status|candidate_status|qa_focus_flags|auto_recommended_action|patch_status|patch_source|patch_rationale|design_status|replacement_for_cell_id|source_closeout_status|source_closeout_caveat|execution_precheck_blocker|surrogate_feature_blocker|true_vector_required_before_execution|true_vector_required_before_aoi_b9|b86g3_design_status,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,b86b_label_source_inventory,outputs/v12_surrogate/b8_6b_surrogate_promotion/b86b_label_source_inventory.csv,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_6b_surrogate_promotion/b86b_label_source_inventory.csv,absolute,yes,yes,no,1874,,READABLE_CSV,5,21,candidate_name|path|exists|read_status|table_status|row_count|column_count|unique_cells|forcing_day_count|hour_count|has_required_columns|has_primary_target|has_delta_tmrt_mean_c|has_delta_tmrt_p50_c|has_delta_tmrt_p95_c|has_base_tmrt_p90_c|has_overhead_tmrt_p90_c|exact_f5_pairwise_shape|usable_for_b86b_primary|legacy_single_forcing_metadata_only|notes,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,b86b_surrogate_dataset,outputs/v12_surrogate/b8_6b_surrogate_promotion/b86b_surrogate_dataset.csv,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate/b8_6b_surrogate_promotion/b86b_surrogate_dataset.csv,absolute,yes,yes,no,1245326,,READABLE_CSV,1500,41,row_id|cell_id|forcing_day_id|hour_sgt|scenario_context|base_tmrt_p90_c|overhead_tmrt_p90_c|delta_tmrt_mean_c|delta_tmrt_p50_c|delta_tmrt_p90_c|delta_tmrt_p95_c|within_slice_rank|rank_direction|label_source|legacy_single_forcing_comparison_source|b86b_label_source|target_definition|notes|typology_label|primary_role|secondary_roles|in_n24_completed|source_feature_completeness|sampling_feature_completeness|centroid_x|centroid_y|centroid_x_normalized|centroid_y_normalized|svf_or_open_sky|shade_fraction|building_density|building_height_or_canyon_proxy|road_or_hardscape_fraction|tree_or_gvi_fraction|grass_fraction|water_edge_or_water_fraction|overhead_fraction|impervious_or_built_fraction|feature_source|forcing_day_predictor_status|cell_id_predictor_status,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,source_recovery_note,docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/docs/v12/v10_SOLWEIG_source_of_truth_recovery_note_CN.md,absolute,yes,yes,no,1073,,READABLE_TEXT,37,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,b7_n150_runner,scripts/qgis/v12_b7_n150_run_solweig_new_from_manifest.py,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/scripts/qgis/v12_b7_n150_run_solweig_new_from_manifest.py,absolute,yes,yes,no,19221,,READABLE_TEXT,479,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
inputs,b3_n24_runner,scripts/qgis/v12_b3_n24_run_solweig_from_manifest.py,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/scripts/qgis/v12_b3_n24_run_solweig_from_manifest.py,absolute,yes,yes,no,31472,,READABLE_TEXT,805,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
canonical_sources,building_dsm_path,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid/data/rasters/v10/dsm_buildings_2m_augmented_reviewed_heightqa.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid/data/rasters/v10/dsm_buildings_2m_augmented_reviewed_heightqa.tif,absolute,yes,yes,no,168413,,METADATA_ONLY_FORBIDDEN_TO_OPEN,,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
canonical_sources,building_dsm_version_status,qa_corrected_final,,scalar_metadata,,,,,,NOT_A_PATH,,,,,PASS,Configured scalar value.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
canonical_sources,vegetation_cdsm_path,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid/data/rasters/v08/dsm_vegetation_2m_toapayoh.tif,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid/data/rasters/v08/dsm_vegetation_2m_toapayoh.tif,absolute,yes,yes,no,1842950,,METADATA_ONLY_FORBIDDEN_TO_OPEN,,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
canonical_sources,vegetation_cdsm_version_status,likely_final_base_vegetation_dsm,,scalar_metadata,,,,,,NOT_A_PATH,,,,,PASS,Configured scalar value.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
canonical_sources,grid_geometry_path,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid/data/grid/toa_payoh_grid_v07_features.geojson,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid/data/grid/toa_payoh_grid_v07_features.geojson,absolute,yes,yes,no,1709553,,METADATA_ONLY,,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
canonical_sources,base_svf_source_or_generation_method,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid/data/rasters/v10/umep_svf_with_veg/SkyViewFactor.tif full-AOI source only; B87C must materialize per-tile SOLWEIG SVF from base geometry,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid/data/rasters/v10/umep_svf_with_veg/SkyViewFactor.tif full-AOI source only; B87C must materialize per-tile SOLWEIG SVF from base geometry,absolute,no,no,no,,,MISSING,,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
canonical_sources,overhead_svf_source_or_generation_method,"scenario-specific per-tile SOLWEIG SVF to generate from building DSM plus max(existing vegetation DSM, overhead canopy); must not reuse base SVF",,scalar_metadata,,,,,,NOT_A_PATH,,,,,PASS,Configured scalar value.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
canonical_sources,overhead_layer_path,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid/data/features_3d/v10/overhead/overhead_structures_v10.geojson,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid/data/features_3d/v10/overhead/overhead_structures_v10.geojson,absolute,yes,yes,no,959985,,METADATA_ONLY,,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
canonical_sources,overhead_as_canopy_rule,"max(existing vegetation DSM, overhead canopy)",,scalar_metadata,,,,,,NOT_A_PATH,,,,,PASS,Configured scalar value.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
canonical_sources,dem_mode,flat generated tile convention,,scalar_metadata,,,,,,NOT_A_PATH,,,,,PASS,Configured scalar value.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
canonical_sources,landcover_mode,INPUT_LC=None; USE_LC_BUILD=false,,scalar_metadata,,,,,,NOT_A_PATH,,,,,PASS,Configured scalar value.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
canonical_sources,tile_extent_m,100m focus cell plus buffer,,scalar_metadata,,,,,,NOT_A_PATH,,,,,PASS,Configured scalar value.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
canonical_sources,tile_buffer_m,100,,scalar_metadata,,,,,,NOT_A_PATH,,,,,PASS,Configured scalar value.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
canonical_sources,tile_resolution_m,2,,scalar_metadata,,,,,,NOT_A_PATH,,,,,PASS,Configured scalar value.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
canonical_sources,per_cell_asset_layout,"TP_xxxx/focus_cell.geojson, dsm_buildings_tile.tif, dsm_dem_flat_tile.tif, dsm_vegetation_tile_base.tif, dsm_vegetation_tile_overhead_as_canopy.tif, wall_height.tif, wall_aspect.tif, svf_base/svfs.zip, svf_overhead_as_canopy/svfs.zip","C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/TP_xxxx/focus_cell.geojson, dsm_buildings_tile.tif, dsm_dem_flat_tile.tif, dsm_vegetation_tile_base.tif, dsm_vegetation_tile_overhead_as_canopy.tif, wall_height.tif, wall_aspect.tif, svf_base/svfs.zip, svf_overhead_as_canopy/svfs.zip",absolute,no,no,no,,,MISSING,,,,,PASS,Configured compact evidence path; rasters/svfs.zip metadata-only if present.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
canonical_sources,svf_artifact_type,planned scenario-specific per-tile svfs.zip generated from locked full-AOI sources,,scalar_metadata,,,,,,NOT_A_PATH,,,,,PASS,Configured scalar value.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
canonical_sources,qgis_umep_algorithm_id,umep:Outdoor Thermal Comfort: SOLWEIG,,scalar_metadata,,,,,,NOT_A_PATH,,,,,PASS,Configured scalar value.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
canonical_sources,output_target_extraction_convention,SOLWEIG Tmrt_average.tif summarized to p90 and paired by cell x forcing_day x hour,,scalar_metadata,,,,,,NOT_A_PATH,,,,,PASS,Configured scalar value.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
canonical_sources,postrun_label_extraction_convention,overhead_as_canopy minus base compact CSV labels,,scalar_metadata,,,,,,NOT_A_PATH,,,,,PASS,Configured scalar value.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
canonical_sources,pairwise_delta_formula,delta_tmrt_p90_c = overhead_as_canopy - base,,scalar_metadata,,,,,,NOT_A_PATH,,,,,PASS,Configured scalar value.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
search_roots,configs/v10,configs/v10,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/configs/v10,search_root,yes,no,yes,,,METADATA_ONLY,,,,,PASS,Search root inventory only; missing roots are nonfatal.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
search_roots,configs/v12,configs/v12,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/configs/v12,search_root,yes,no,yes,,,METADATA_ONLY,,,,,PASS,Search root inventory only; missing roots are nonfatal.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
search_roots,scripts,scripts,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/scripts,search_root,yes,no,yes,,,METADATA_ONLY,,,,,PASS,Search root inventory only; missing roots are nonfatal.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
search_roots,scripts/qgis,scripts/qgis,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/scripts/qgis,search_root,yes,no,yes,,,METADATA_ONLY,,,,,PASS,Search root inventory only; missing roots are nonfatal.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
search_roots,docs/v10,docs/v10,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/docs/v10,search_root,yes,no,yes,,,METADATA_ONLY,,,,,PASS,Search root inventory only; missing roots are nonfatal.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
search_roots,docs/v12,docs/v12,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/docs/v12,search_root,yes,no,yes,,,METADATA_ONLY,,,,,PASS,Search root inventory only; missing roots are nonfatal.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
search_roots,docs/handoff,docs/handoff,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/docs/handoff,search_root,yes,no,yes,,,METADATA_ONLY,,,,,PASS,Search root inventory only; missing roots are nonfatal.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
search_roots,outputs/v12_surrogate,outputs/v12_surrogate,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_surrogate,search_root,yes,no,yes,,,METADATA_ONLY,,,,,PASS,Search root inventory only; missing roots are nonfatal.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
search_roots,outputs/v12_systemb,outputs/v12_systemb,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v12_systemb,search_root,no,no,no,,,METADATA_ONLY,,,,,PASS,Search root inventory only; missing roots are nonfatal.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
search_roots,outputs/v10,outputs/v10,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v10,search_root,no,no,no,,,METADATA_ONLY,,,,,PASS,Search root inventory only; missing roots are nonfatal.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
search_roots,outputs/v11,outputs/v11,C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid_b8/06-openheat_grid/outputs/v11,search_root,no,no,no,,,METADATA_ONLY,,,,,PASS,Search root inventory only; missing roots are nonfatal.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
scope,commit_changes,False,,guardrail,,,,,,CONFIG_GUARDRAIL,,,,,PASS,Scope guardrail accepted.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
scope,copy_rasters,False,,guardrail,,,,,,CONFIG_GUARDRAIL,,,,,PASS,Scope guardrail accepted.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
scope,create_aoi_outputs,False,,guardrail,,,,,,CONFIG_GUARDRAIL,,,,,PASS,Scope guardrail accepted.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
scope,create_b9_outputs,False,,guardrail,,,,,,CONFIG_GUARDRAIL,,,,,PASS,Scope guardrail accepted.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
scope,create_local_runner,False,,guardrail,,,,,,CONFIG_GUARDRAIL,,,,,PASS,Scope guardrail accepted.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
scope,create_rasters,False,,guardrail,,,,,,CONFIG_GUARDRAIL,,,,,PASS,Scope guardrail accepted.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
scope,create_risk_outputs,False,,guardrail,,,,,,CONFIG_GUARDRAIL,,,,,PASS,Scope guardrail accepted.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
scope,create_run_ready_manifest,False,,guardrail,,,,,,CONFIG_GUARDRAIL,,,,,PASS,Scope guardrail accepted.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
scope,create_runner,False,,guardrail,,,,,,CONFIG_GUARDRAIL,,,,,PASS,Scope guardrail accepted.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
scope,create_wbgt_outputs,False,,guardrail,,,,,,CONFIG_GUARDRAIL,,,,,PASS,Scope guardrail accepted.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
scope,move_rasters,False,,guardrail,,,,,,CONFIG_GUARDRAIL,,,,,PASS,Scope guardrail accepted.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
scope,open_svf_zip,False,,guardrail,,,,,,CONFIG_GUARDRAIL,,,,,PASS,Scope guardrail accepted.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
scope,protocol_source_parity_audit_only,True,,guardrail,,,,,,CONFIG_GUARDRAIL,,,,,PASS,Scope guardrail accepted.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
scope,qgis_executed_by_codex,False,,guardrail,,,,,,CONFIG_GUARDRAIL,,,,,PASS,Scope guardrail accepted.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
scope,read_raster_pixels,False,,guardrail,,,,,,CONFIG_GUARDRAIL,,,,,PASS,Scope guardrail accepted.,B8.7b.3p protocol/source parity audit only; no QGIS/SOLWEIG; no raster pixel read; no raster write/copy/move; no svfs.zip open; no run-ready manifest/runner; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability/System A-B coupling.
