candidate_order,cell_id,focus_cell_size_m,tile_buffer_m,tile_width_m,raster_resolution_m,expected_tile_pixels_x,expected_tile_pixels_y,tile_spec_status,tile_bounds_status,focus_cell_geojson,asset_folder,convention_source,claim_boundary
1,TP_0972,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0972/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0972,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
46,TP_0003,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0003/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0003,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
47,TP_0589,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0589/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0589,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
48,TP_0119,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0119/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0119,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
49,TP_0159,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0159/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0159,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
50,TP_0199,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0199/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0199,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
51,TP_0859,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0859/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0859,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
52,TP_0887,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0887/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0887,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
53,TP_0831,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0831/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0831,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
54,TP_0888,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0888/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0888,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
55,TP_0860,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0860/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0860,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
56,TP_0945,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0945/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0945,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
57,TP_0915,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0915/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0915,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
58,TP_0974,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0974/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0974,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
59,TP_0572,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0572/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0572,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
60,TP_0774,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0774/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0774,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
61,TP_0001,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0001/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0001,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
62,TP_0946,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0946/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0946,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
63,TP_0973,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0973/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0973,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
64,TP_0571,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0571/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0571,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
65,TP_0832,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0832/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0832,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
66,TP_0917,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0917/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0917,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
67,TP_0570,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0570/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0570,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
68,TP_0197,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0197/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0197,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
69,TP_0110,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0110/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0110,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
70,TP_0255,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0255/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0255,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
71,TP_0632,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0632/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0632,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
72,TP_0944,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0944/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0944,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
73,TP_0546,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0546/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0546,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
74,TP_0603,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0603/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0603,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
75,TP_0538,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0538/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0538,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
76,TP_0568,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0568/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0568,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
77,TP_0074,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0074/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0074,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
78,TP_0227,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0227/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0227,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
79,TP_0139,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0139/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0139,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
80,TP_0588,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0588/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0588,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
81,TP_0519,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0519/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0519,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
82,TP_0978,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0978/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0978,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
83,TP_0829,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0829/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0829,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
84,TP_0929,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0929/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0929,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
85,TP_0523,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0523/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0523,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
86,TP_0002,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0002/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0002,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
87,TP_0372,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0372/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0372,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
88,TP_0464,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0464/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0464,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
89,TP_0146,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0146/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0146,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
90,TP_0827,100.0,100.0,300.0,2.0,150,150,RECOVERED_FROM_V12_N24_N150_CONVENTION,PENDING_QGIS_OR_RASTERIO_DERIVATION_FROM_LOCKED_GRID,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0827/focus_cell.geojson,C:/OpenHeat-local/solweig/b87c_n300/assets/TP_0827,configs/v12/v12_solweig_n24_execution_config.example.json and configs/v12/v12_solweig_n150_execution_config.example.json,B8.7b.4/B87C local-only materialization package; no repo raster writes; no AOI/B9; no WBGT/risk/hazard/exposure/vulnerability outputs; no observed truth; no causal feature-importance claims.
